Year,Rank,TeamID,Team,Games,W,L,D,BA,ERA,WPCT,PS,oWAR,OPS,wRC+,R,pWAR_sum,FIP,WHIP,Total_RA,Pyth_WPCT
2020,3,OB,두산 베어스,144,79,61,4,293,4.31,564,2,31.82,0.6240357142857142,65.61428571428571,816.0,20.47,219.59758620689655,5.334827586206897,695.0,579.5691633854336
2020,4,LG,LG 트윈스,144,79,61,4,277,4.37,564,4,27.12,0.65032,75.792,797.0,19.97,5.918571428571428,1.947142857142857,694.0,568.7530498855538
2020,5,WO,키움 히어로즈,144,80,63,1,269,4.39,559,5,24.86,0.6531428571428571,72.81071428571428,759.0,21.2,5.524666666666667,2.0506666666666664,692.0,546.0768096909828
2020,6,HT,HT 타이거즈,144,73,71,0,274,5.13,507,0,20.03,0.6184193548387097,63.91612903225807,724.0,15.450000000000001,6.5075,2.064285714285714,795.0,453.3606180928287
2020,7,LT,롯데 자이언츠,144,71,72,1,276,4.64,497,0,18.53,0.65656,72.032,750.0,22.2,5.4472000000000005,1.7748000000000002,720.0,520.3996669437317
2020,8,SS,삼성 라이온즈,144,64,75,5,268,4.78,460,0,13.23,0.6400344827586207,69.25172413793103,699.0,22.07,7.4981481481481485,2.3462962962962965,745.0,468.1763390328832
2020,9,SK,SK 와이번스,144,51,92,1,250,5.57,357,0,9.040000000000001,0.6293333333333333,59.26969696969697,634.0,8.86,6.711071428571429,2.037142857142857,833.0,366.80004927670717
2020,10,HH,한화 이글스,144,46,95,3,245,5.28,326,0,3.2699999999999996,0.614027027027027,61.900000000000006,551.0,9.14,5.844333333333334,1.828,818.0,312.1139068078726
2021,1,KT,KT 위즈,144,76,59,9,265,3.67,563,1,22.73,0.6581111111111111,75.76666666666667,719.0,29.17,4.702916666666667,1.5229166666666665,584.0,602.5067102393047
2021,2,SS,삼성 라이온즈,144,76,59,9,267,4.3,563,3,19.34,0.5448888888888889,34.48888888888889,712.0,22.98,5.67962962962963,1.6944444444444444,658.0,539.3549155869092
2021,3,LG,LG 트윈스,144,72,58,14,250,3.57,554,4,21.54,0.5654333333333333,51.62,654.0,26.17,4.509375,1.4925,561.0,576.0973658363254
2021,4,OB,두산 베어스,144,71,65,8,268,4.26,522,2,25.6,0.5304285714285715,40.021428571428565,738.0,21.2,5.726333333333333,1.78,656.0,558.6206896545995
2021,5,WO,키움 히어로즈,144,70,67,7,259,4.31,511,5,21.81,0.612,69.70666666666666,722.0,16.49,5.894333333333334,2.096,700.0,515.4674651230362
2021,6,SK,SK 랜더스,144,66,64,14,261,4.82,508,0,28.55,0.5931428571428572,48.81785714285714,755.0,15.27,6.042258064516129,2.0119354838709675,732.0,515.4636844627834
2021,7,NC,NC 다이노스,144,67,68,9,261,4.54,496,0,23.25,0.5916363636363636,54.04545454545455,702.0,17.88,5.461875,1.8421875,697.0,503.57393576367417
2021,8,LT,롯데 자이언츠,144,65,71,8,278,5.37,478,0,23.740000000000002,0.5927333333333333,53.14,727.0,14.03,6.151515151515151,1.920909090909091,805.0,449.2178004575657
2021,9,HT,HT 타이거즈,144,58,76,10,248,4.89,433,0,10.88,0.5843666666666666,61.32666666666667,568.0,12.93,6.124827586206897,1.7879310344827586,751.0,363.8787537004214
2021,10,HH,한화 이글스,144,49,83,12,237,4.65,371,0,11.72,0.5292941176470588,40.95882352941176,599.0,12.33,6.0296875,1.88625,735.0,399.09969233325944
2022,1,SK,SK 랜더스,144,88,52,4,254,3.87,629,1,24.75,0.5735862068965517,54.37586206896552,720.0,23.98,5.691724137931034,1.7444827586206897,622.0,572.6379787993903
2022,2,LG,LG 트윈스,144,87,55,2,269,3.33,613,3,29.8,0.5847692307692308,63.16923076923077,715.0,28.0,4.644137931034483,1.4048275862068966,521.0,653.1841168510537
2022,3,KT,KT 위즈,144,80,62,2,254,3.51,563,4,18.8,0.5573571428571429,47.08571428571429,631.0,29.83,4.3048,1.5168000000000001,562.0,557.6445543090628
2022,4,WO,키움 히어로즈,144,80,62,2,252,3.79,563,2,19.169999999999998,0.5895185185185186,69.77777777777777,621.0,21.349999999999998,5.06,1.722,610.0,508.935111072901
2022,5,HT,HT 타이거즈,144,70,73,1,272,4.2,490,5,29.79,0.5466071428571428,48.875,720.0,16.41,5.451333333333333,2.0586666666666664,679.0,529.2814983235036
2022,6,NC,NC 다이노스,144,67,74,3,257,3.9,475,0,21.04,0.6020740740740741,65.11111111111111,646.0,19.52,5.125925925925926,1.594074074074074,642.0,503.1055601093418
2022,7,SS,삼성 라이온즈,144,66,76,2,270,4.29,465,0,19.27,0.6234375,69.375,663.0,17.59,5.455172413793103,1.6455172413793102,695.0,476.4490122410546
2022,8,LT,롯데 자이언츠,144,64,76,4,267,4.45,457,0,17.06,0.5955,65.46923076923078,605.0,16.03,5.327407407407407,2.423333333333334,705.0,424.10636695391446
2022,9,OB,두산 베어스,144,60,82,2,255,4.45,423,0,16.28,0.6416666666666667,98.23548387096774,638.0,7.55,5.134444444444444,1.765185185185185,721.0,439.15264568912096
2022,10,HH,한화 이글스,144,46,96,2,245,4.83,324,0,12.479999999999999,0.5652222222222223,53.092592592592595,564.0,7.83,98.85363636363638,4.667272727272727,756.0,357.5590806082093
2023,1,LG,LG 트윈스,144,86,56,2,279,3.67,606,1,32.99,0.63692,80.036,767.0,22.150000000000002,5.861515151515151,2.007878787878788,610.0,612.5528301546431
2023,2,KT,KT 위즈,144,79,62,3,265,3.94,560,2,19.81,0.5625333333333333,63.28064516129032,672.0,26.8,4.501538461538462,1.701153846153846,616.0,543.3962264144404
2023,3,SK,SK 랜더스,144,76,65,3,260,4.37,539,4,22.4,0.5910357142857142,60.035714285714285,657.0,16.25,605.822,6.0612,698.0,469.76937551439704
2023,4,NC,NC 다이노스,144,75,67,2,270,3.83,528,3,24.380000000000003,0.6202500000000001,69.89642857142857,679.0,22.95,4.918571428571428,1.634642857142857,617.0,547.7302698008295
2023,5,OB,두산 베어스,144,74,68,2,255,3.92,521,5,21.27,0.5970689655172414,65.80344827586207,620.0,17.89,5.583928571428571,1.875,625.0,495.9840005154724
2023,6,HT,HT 타이거즈,144,73,69,2,276,4.13,514,0,25.16,0.5994074074074075,66.27407407407408,726.0,18.4,4.712916666666667,1.5229166666666665,650.0,555.0645761892097
2023,7,LT,롯데 자이언츠,144,68,76,0,265,4.15,472,0,17.82,0.586344827586207,60.51724137931034,653.0,19.3,5.337096774193548,1.6370967741935485,656.0,497.70818621585454
2023,8,SS,삼성 라이온즈,144,61,82,1,263,4.6,427,0,16.64,0.5680588235294117,52.40294117647059,636.0,13.370000000000001,6.45483870967742,1.8364516129032258,728.0,432.856775960499
2023,9,HH,한화 이글스,144,58,80,6,241,4.38,420,0,13.799999999999999,0.5199354838709677,43.60322580645161,604.0,13.06,5.036333333333333,1.6306666666666667,708.0,421.2266765190038
2023,10,WO,키움 히어로즈,144,58,83,3,261,4.42,411,0,15.11,0.5750000000000001,55.75588235294118,607.0,14.27,5.7103125,1.9671875,705.0,425.7193168131848
2024,1,HT,HT 타이거즈,144,87,55,2,301,4.4,613,1,31.64,0.7652,100.52,858.0,21.04,5.621290322580645,1.8190322580645162,759.0,560.9958506219791
2024,2,SS,삼성 라이온즈,144,78,64,2,269,4.68,549,2,16.74,0.6216470588235294,56.76764705882353,770.0,25.56,6.1375,2.292857142857143,719.0,534.21104084157
2024,3,LG,LG 트윈스,144,76,66,2,283,4.63,535,3,28.1,0.6033448275862069,57.47931034482759,808.0,19.09,5.894,1.8196666666666668,728.0,551.9424304724259
2024,4,OB,두산 베어스,144,74,68,2,276,4.82,521,5,24.38,0.69071875,86.875,789.0,18.97,5.367999999999999,1.8673333333333333,748.0,526.6563735957136
2024,5,KT,KT 위즈,144,72,70,2,279,5.11,507,4,21.09,0.6795625,76.7125,767.0,17.69,5.464615384615385,1.8046153846153847,804.0,476.4611789856877
2024,6,SK,SK 랜더스,144,72,70,2,273,5.25,507,0,17.169999999999998,0.5566071428571429,38.07142857142857,756.0,17.41,7.0,2.1085714285714285,814.0,463.107674057181
2024,7,LT,롯데 자이언츠,144,66,74,4,285,5.05,471,0,21.4,0.62459375,55.431250000000006,800.0,21.3,348.7882142857143,5.424642857142857,778.0,513.9389890173535
2024,8,HH,한화 이글스,144,66,76,2,270,4.98,465,0,14.73,0.6160769230769231,57.53076923076923,745.0,17.57,5.831666666666667,5.359999999999999,780.0,477.0612630805793
2024,9,NC,NC 다이노스,144,61,81,2,274,5.0,430,0,22.799999999999997,0.6772962962962963,73.04444444444445,773.0,14.84,5.763870967741935,1.8167741935483872,801.0,482.2165551633144
2024,10,WO,키움 히어로즈,144,58,86,0,264,5.16,403,0,12.53,0.55053125,42.00625,658.0,12.85,6.493793103448276,1.9341379310344828,796.0,405.9367323591236
2025,1,LG,LG 트윈스,144,85,56,3,278,3.79,603,1,34.92,0.72572,103.352,788.0,25.53,6.4383333333333335,1.7066666666666668,584.0,645.4719334712626
2025,2,HH,한화 이글스,144,83,57,4,266,3.55,593,2,19.19,0.7641111111111111,116.64814814814815,689.0,31.3,4.745217391304348,1.5795652173913042,554.0,607.3420270527018
2025,3,SK,SK 랜더스,144,75,65,4,256,3.63,536,4,14.56,0.640375,74.253125,608.0,29.85,4.994285714285714,1.4061904761904762,576.0,527.0072992693216
2025,4,SS,삼성 라이온즈,144,74,68,2,271,4.12,521,3,26.98,0.5984999999999999,56.78666666666666,775.0,24.23,5.104827586206897,1.7403448275862068,647.0,589.2905848896432
2025,5,NC,NC 다이노스,144,71,67,6,260,4.82,514,5,24.689999999999998,0.5979677419354839,59.748387096774195,732.0,11.73,6.076333333333333,1.8546666666666667,765.0,477.96661876467664
2025,6,KT,KT 위즈,144,71,68,5,253,4.09,511,0,17.009999999999998,0.5938214285714285,60.917857142857144,648.0,20.42,5.1970370370370365,1.828888888888889,655.0,494.62793708249495
2025,7,LT,롯데 자이언츠,144,66,72,6,267,4.75,478,0,18.34,0.6228571428571429,68.27142857142857,676.0,14.16,4.993571428571428,1.7428571428571427,712.0,474.0808365834571
2025,8,HT,HT 타이거즈,144,65,75,4,258,4.66,464,0,22.79,0.6469666666666666,79.45666666666666,668.0,13.15,5.496764705882352,1.7088235294117649,734.0,453.028487887619
2025,9,OB,두산 베어스,144,61,77,6,262,4.3,442,0,20.81,0.529235294117647,35.90882352941176,647.0,15.299999999999999,4.769642857142857,1.512857142857143,686.0,470.76770823322994
2025,10,WO,키움 히어로즈,144,47,93,4,244,5.39,336,0,10.530000000000001,0.5601351351351351,56.61081081081081,580.0,-3.52,5.950689655172414,2.0258620689655173,860.0,312.6394052041704
