Year,Rank,TeamID,Team,Games,W,L,D,BA,ERA,WPCT,PS,oWAR,OPS,wRC+,R,pWAR_sum,FIP,WHIP,Total_RA,Pyth_WPCT
2002,5,OB,두산 베어스,133,66,65,2,261,3.93,504,0,20.57,0.6206666666666667,60.62380952380952,587.0,19.66,4.565,1.7116666666666667,562.0,521.747754813243
2002,6,SK,SK 와이번스,133,61,69,3,270,4.47,469,0,25.72,0.6484583333333334,80.108,617.0,16.32,145.51545454545456,5.841363636363636,638.0,483.2716161434353
2002,7,HH,한화 이글스,133,59,69,5,256,4.79,461,0,21.86,0.5758148148148149,44.41851851851852,602.0,12.969999999999999,4.9626086956521736,2.0556521739130433,672.0,445.22032265777233
2002,8,LT,롯데 자이언츠,133,35,97,1,245,4.72,265,0,5.38,0.5541515151515152,37.50909090909091,463.0,6.96,4.2476,1.5396,703.0,302.53408940116327
2003,1,WO,현대 유니콘스,133,80,51,2,286,4.13,611,1,36.26,0.7451363636363637,96.15454545454546,723.0,18.88,4.952222222222222,1.796111111111111,590.0,600.2659534758255
2003,2,HT,HT 타이거즈,133,78,50,5,272,3.62,609,3,26.24,0.5771538461538461,42.53076923076923,657.0,26.23,4.8966666666666665,1.618095238095238,527.0,608.4894090307164
2003,3,SS,삼성 라이온즈,133,76,53,4,284,4.37,589,4,36.699999999999996,0.5225652173913043,16.182608695652174,769.0,20.03,5.333043478260869,1.7386956521739132,613.0,611.4596796701462
2003,4,SK,SK 와이번스,133,66,64,3,272,4.44,508,2,26.23,0.59175,43.37916666666667,644.0,15.06,4.75,1.5394736842105263,642.0,501.5552061911942
2003,5,HH,한화 이글스,133,63,65,5,254,4.37,492,0,19.93,0.5193333333333333,28.56666666666667,577.0,20.83,6.5444,1.918,617.0,466.5367185238229
2003,6,LG,LG 트윈스,133,60,71,2,249,3.98,458,0,9.82,0.5371290322580645,22.3,507.0,17.88,4.910909090909091,1.6990909090909092,579.0,433.9917945593645
2003,7,OB,두산 베어스,133,57,74,2,276,4.24,435,0,21.470000000000002,0.6360399999999999,57.992,563.0,17.1,128.8884,5.558,619.0,452.72877894040715
2003,8,LT,롯데 자이언츠,133,39,91,3,256,5.01,300,0,7.040000000000001,0.5982258064516129,46.7,491.0,6.66,4.9714285714285715,1.5342857142857143,707.0,325.3762163762766
2004,1,WO,현대 유니콘스,133,75,53,5,275,4.06,586,1,32.97,0.8573157894736843,134.63684210526318,692.0,23.96,4.778421052631579,1.6026315789473684,590.0,579.0626919665438
2004,2,SS,삼성 라이온즈,133,73,52,8,269,3.76,584,2,24.84,0.5669583333333333,38.225,641.0,24.06,4.931111111111111,1.3811111111111112,564.0,563.6405538164254
2004,3,OB,두산 베어스,133,70,62,1,268,3.88,530,3,18.0,0.5546428571428571,27.575,606.0,24.27,4.868095238095238,1.657142857142857,560.0,539.389808998732
2004,4,HT,HT 타이거즈,133,67,61,5,267,4.51,523,4,28.37,0.6523181818181818,71.14999999999999,643.0,19.51,5.945714285714286,1.897142857142857,637.0,504.6873970048208
2004,5,SK,SK 와이번스,133,61,64,8,272,4.4,488,0,27.19,0.5183703703703704,23.67407407407407,655.0,15.55,4.508,1.5844999999999998,644.0,508.46744516455664
2004,6,LG,LG 트윈스,133,59,70,4,259,4.31,457,0,15.940000000000001,0.4746774193548387,6.941935483870969,588.0,14.61,5.4653846153846155,1.6296153846153845,637.0,460.06389776296606
2004,7,HH,한화 이글스,133,53,74,6,268,5.21,417,0,25.19,0.6480625,72.01875,632.0,9.8,5.6812000000000005,1.6103999999999998,740.0,421.7675581606994
2004,8,LT,롯데 자이언츠,133,50,72,11,252,4.22,410,0,12.41,0.5063235294117647,19.073529411764707,533.0,17.93,4.185652173913043,1.566521739130435,608.0,434.5509695551155
2005,1,SS,삼성 라이온즈,126,74,48,4,268,3.83,607,1,26.09,0.6036521739130435,55.408695652173904,614.0,23.14,4.240555555555556,1.295,528.0,574.8818201217254
2005,2,OB,두산 베어스,126,72,51,3,270,3.42,585,2,21.39,0.5907083333333333,56.50833333333333,595.0,28.939999999999998,4.494736842105263,6.645263157894736,465.0,620.8241999112305
2005,3,SK,SK 와이번스,126,70,50,6,269,3.41,583,4,26.240000000000002,0.7145217391304348,95.90869565217392,589.0,27.14,885.1962962962963,5.108148148148148,485.0,595.9346967932513
2005,4,HH,한화 이글스,126,64,61,1,270,4.41,512,3,27.41,0.63356,62.776,621.0,18.13,4.962105263157895,1.7468421052631578,603.0,514.7027027020158
2005,5,LT,롯데 자이언츠,126,58,67,1,253,4.3,464,0,13.2,0.63528,70.724,500.0,17.18,4.038,1.4445000000000001,573.0,432.2798960445831
2005,6,LG,LG 트윈스,126,54,71,1,260,4.9,432,0,17.3,0.6080769230769231,55.0,601.0,8.66,4.698888888888889,1.7233333333333334,666.0,448.83238045714563
2005,7,WO,현대 유니콘스,126,53,70,3,256,4.68,431,0,21.95,0.5778333333333333,45.475,563.0,11.629999999999999,687.3631818181819,6.341363636363636,647.0,430.9114736976488
2005,8,HT,HT 타이거즈,126,49,76,1,260,4.81,392,0,19.12,0.5149642857142858,27.207142857142856,541.0,10.799999999999999,6.5588461538461535,1.8919230769230768,659.0,402.60838943383203
2006,1,SS,삼성 라이온즈,126,73,50,3,255,3.33,593,1,24.25,0.6134736842105264,72.44736842105263,538.0,19.02,3.8786363636363634,2.084090909090909,471.0,566.1108774938319
2006,2,WO,현대 유니콘스,126,70,55,1,270,3.41,560,3,29.04,0.8704761904761905,156.1095238095238,547.0,19.54,4.019,1.4195,467.0,578.4074170003007
2006,3,HH,한화 이글스,126,67,57,2,253,3.35,540,2,25.08,0.6315714285714286,78.6952380952381,511.0,21.28,5.003684210526316,1.6957894736842105,451.0,562.1283814317467
2006,4,HT,HT 타이거즈,126,64,59,3,255,3.33,520,4,19.91,0.6216818181818181,73.52727272727272,476.0,21.95,4.7405,1.6454999999999997,451.0,526.949115881717
2006,5,OB,두산 베어스,126,63,60,3,258,3.36,512,0,18.16,0.5172068965517241,35.12068965517241,455.0,20.37,4.098888888888889,1.4122222222222223,463.0,491.28606482177895
2006,6,SK,SK 와이번스,126,60,65,1,254,3.8,480,0,23.15,0.6649130434782609,90.83913043478262,509.0,12.370000000000001,4.037083333333333,1.63875,535.0,475.11122195524143
2006,7,LT,롯데 자이언츠,126,50,73,3,250,3.86,407,0,19.51,0.5678518518518518,54.81481481481482,488.0,10.879999999999999,3.8145000000000002,1.5485,541.0,448.6299627929193
2006,8,LG,LG 트윈스,126,47,75,4,246,4.22,385,0,14.32,0.5270714285714285,35.98571428571429,457.0,9.33,4.688620689655172,1.726896551724138,574.0,387.9608043460958
2007,1,SK,SK 와이번스,126,73,48,5,264,3.24,603,1,24.58,0.5434166666666667,37.545833333333334,601.0,24.18,5.266842105263159,1.5594736842105263,465.0,625.5364323729352
2007,2,OB,두산 베어스,126,70,54,2,263,3.44,565,2,22.869999999999997,0.56464,42.56,577.0,25.27,753.6065000000001,6.4595,480.0,591.0027710261836
2007,3,HH,한화 이글스,126,67,57,2,254,3.54,540,3,22.84,0.6540833333333333,76.82916666666667,534.0,19.419999999999998,3.9564999999999997,1.54,473.0,560.3545005245579
2007,4,SS,삼성 라이온즈,126,62,60,4,254,3.71,508,4,20.720000000000002,0.5380833333333334,40.0125,495.0,19.66,3.789473684210526,1.3494736842105264,509.0,486.05848769805147
2007,5,LG,LG 트윈스,126,58,62,6,268,4.33,483,0,22.44,0.5090384615384616,25.007692307692306,532.0,13.88,4.384090909090909,1.8363636363636362,600.0,440.1453133935279
2007,6,WO,현대 유니콘스,126,56,69,1,271,4.41,448,0,23.7,0.5406206896551724,40.37931034482759,530.0,11.389999999999999,133.94208333333333,5.991666666666667,615.0,426.1710601169336
2007,7,LT,롯데 자이언츠,126,55,68,3,270,4.12,447,0,20.64,0.5404838709677419,34.2,533.0,15.02,3.751304347826087,1.4673913043478262,554.0,480.68798064232845
2007,8,HT,HT 타이거즈,126,51,74,1,257,4.49,408,0,17.759999999999998,0.6416923076923078,73.33461538461539,499.0,10.46,4.4712,1.6124,602.0,407.2603266240752
2008,1,SK,SK 와이번스,126,83,43,0,282,3.22,659,1,31.23,0.5613571428571429,43.76428571428571,632.0,29.42,4.577826086956522,1.6995652173913045,461.0,652.7122535511318
2008,2,OB,두산 베어스,126,70,56,0,276,3.89,556,2,25.720000000000002,0.6351,68.28,647.0,21.53,3.932916666666667,1.57,542.0,587.6261452910376
2008,3,LT,롯데 자이언츠,126,69,57,0,282,3.64,548,4,28.53,0.6091304347826086,58.16956521739131,624.0,21.67,4.876666666666667,1.6995238095238094,518.0,592.0267599200364
2008,4,SS,삼성 라이온즈,126,65,61,0,258,4.4,516,3,22.0,0.5863846153846154,53.49615384615385,557.0,15.56,5.080384615384616,1.593076923076923,596.0,466.2138504647634
2008,5,HH,한화 이글스,126,64,62,0,254,4.43,508,0,22.62,0.5828800000000001,51.20399999999999,590.0,13.75,6.004,7.0705,594.0,496.62166017939353
2008,6,HT,HT 타이거즈,126,57,69,0,260,4.08,452,0,16.85,0.5392666666666667,37.59666666666667,503.0,16.34,4.6952,5.5412,555.0,450.9691034759908
2008,7,WO,우리 히어로즈,126,50,76,0,266,4.43,397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,8,LG,LG 트윈스,126,46,80,0,256,4.85,365,0,12.18,0.6646666666666667,83.42962962962963,468.0,9.299999999999999,4.977083333333334,2.0479166666666666,646.0,344.1933557526728
2009,1,HT,HT 타이거즈,133,81,48,4,267,3.92,609,1,20.919999999999998,0.6825,71.75416666666666,706.0,27.77,5.180454545454546,1.6918181818181817,581.0,596.2174505403772
2009,2,SK,SK 와이번스,133,80,47,6,285,3.67,602,2,29.330000000000002,0.7724333333333334,102.2,732.0,32.14,243.63730769230767,9.102692307692307,549.0,639.9999999992356
2009,3,OB,두산 베어스,133,71,60,2,280,4.6,534,3,22.3,0.6735909090909091,63.095454545454544,722.0,21.68,5.210434782608695,1.5804347826086957,662.0,543.2712750429969
2009,4,LT,롯데 자이언츠,133,66,67,0,277,4.75,496,4,19.34,0.62152,48.903999999999996,636.0,21.05,6.1859090909090915,1.8268181818181817,669.0,474.72880335414794
2009,5,SS,삼성 라이온즈,133,64,69,0,275,4.98,481,0,24.52,0.6894782608695652,72.3695652173913,685.0,18.67,5.476666666666667,1.8116666666666665,700.0,489.1709452938683
2009,6,WO,히어로즈,133,60,72,1,272,5.4,451,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,7,LG,LG 트윈스,133,54,75,4,278,5.42,406,0,21.81,0.596551724137931,42.258620689655174,670.0,11.74,6.066296296296296,1.805925925925926,763.0,435.37338432206246
2009,8,HH,한화 이글스,133,46,84,3,269,5.7,346,0,19.76,0.633037037037037,51.977777777777774,657.0,12.05,5.912916666666667,1.82,805.0,399.79567906571816
2010,1,SK,SK 와이번스,133,84,47,2,274,3.71,632,1,24.2,0.6563461538461539,62.392307692307696,704.0,28.75,4.5752,5.521599999999999,545.0,625.2717182171685
2010,2,SS,삼성 라이온즈,133,79,52,2,272,3.94,594,2,29.419999999999998,0.6763478260869565,81.04782608695652,681.0,29.36,4.413,1.3925,575.0,583.7980528350402
2010,3,OB,두산 베어스,133,73,57,3,281,4.62,549,3,31.27,0.759,97.69500000000001,731.0,18.93,120.53999999999999,5.227407407407407,669.0,544.1990300649703
2010,4,LT,롯데 자이언츠,133,69,61,3,288,4.82,519,4,31.21,0.6225217391304347,54.56521739130435,773.0,19.44,6.875454545454545,2.067727272727273,710.0,542.4049294267468
2010,5,HT,HT 타이거즈,133,59,74,0,260,4.39,444,0,18.939999999999998,0.6488076923076923,64.86538461538461,611.0,17.4,4.329090909090909,1.5545454545454547,641.0,476.0520886194169
2010,6,LG,LG 트윈스,133,57,71,5,276,5.23,429,0,25.07,0.5953928571428572,48.42142857142857,688.0,14.19,211.89666666666665,5.043666666666667,739.0,464.3062782925708
2010,7,WO,넥센 히어로즈,133,52,78,3,262,4.55,391,0,16.43,0.5634615384615385,42.05,570.0,19.4,5.307272727272728,1.6354545454545453,652.0,433.19768961174447
2010,8,HH,한화 이글스,133,49,82,2,244,5.43,368,0,9.76,0.5603225806451613,42.932258064516134,543.0,11.73,116.68607142857141,8.851071428571428,763.0,336.1949241630888
2011,1,SS,삼성 라이온즈,133,79,50,4,259,3.35,612,1,22.56,0.59,52.69166666666666,625.0,28.47,4.531304347826087,1.4173913043478261,513.0,597.4741279354085
2011,2,LT,롯데 자이언츠,133,72,56,5,288,4.2,563,3,32.91,0.5879166666666666,52.06666666666666,713.0,22.34,4.9735,1.6155000000000002,619.0,570.2208562801362
2011,3,SK,SK 와이번스,133,71,59,3,263,3.59,546,2,21.53,0.6136333333333333,64.13333333333334,584.0,24.529999999999998,4.179230769230769,1.294230769230769,522.0,555.882257064648
2011,4,HT,HT 타이거즈,133,70,63,0,269,4.1,526,4,29.939999999999998,0.66232,76.704,627.0,17.900000000000002,4.631304347826087,1.4913043478260868,580.0,538.8805654051602
2011,5,OB,두산 베어스,133,61,70,2,271,4.26,466,0,26.7,0.6213333333333333,65.66190476190476,614.0,16.06,128.9508,5.5088,619.0,495.94491664156754
2011,6,LG,LG 트윈스,133,59,72,2,266,4.15,450,0,21.29,0.6052592592592592,56.837037037037035,579.0,15.75,5.019615384615384,2.0080769230769233,620.0,465.84477538041074
2011,7,HH,한화 이글스,133,59,72,2,255,5.11,450,0,16.38,0.5636923076923077,42.892307692307696,568.0,7.91,4.51,1.6316666666666666,727.0,379.04348571833845
2011,8,WO,넥센 히어로즈,133,51,80,2,245,4.36,389,0,12.69,0.5680689655172414,50.682758620689654,512.0,16.46,4.573333333333333,1.515,618.0,407.0129241005499
2012,1,SS,삼성 라이온즈,133,80,51,2,272,3.39,611,1,32.33,0.5211923076923077,38.830769230769235,628.0,26.87,3.3413636363636368,1.155,473.0,638.045147083724
2012,2,SK,SK 와이번스,133,71,59,3,258,3.82,546,2,23.66,0.55659375,48.13125,564.0,18.64,4.513076923076923,1.4561538461538461,528.0,532.9312424599033
2012,3,OB,두산 베어스,133,68,62,3,260,3.58,523,4,17.44,0.6437037037037037,81.46666666666667,524.0,19.73,4.31,1.5836363636363635,519.0,504.7937536874587
2012,4,LT,롯데 자이언츠,133,65,62,6,263,3.48,512,3,21.330000000000002,0.5555384615384615,52.599999999999994,508.0,24.06,4.905,1.7827272727272727,518.0,490.25433710401785
2012,5,HT,HT 타이거즈,133,62,65,6,256,3.9,488,0,24.759999999999998,0.6122307692307692,70.93076923076923,553.0,16.66,4.455357142857143,1.7100000000000002,564.0,490.15314831506373
2012,6,WO,넥센 히어로즈,133,61,69,3,243,3.83,469,0,20.77,0.5583928571428571,51.482142857142854,549.0,17.78,4.3075,1.4965,551.0,498.18182419149326
2012,7,LG,LG 트윈스,133,57,72,4,261,4.02,442,0,22.47,0.5056333333333334,28.91666666666667,543.0,15.5,4.9496,1.7112,580.0,467.08826469354074
2012,8,HH,한화 이글스,133,53,77,3,249,4.55,408,0,23.13,0.5509310344827586,56.741379310344826,509.0,10.08,5.163333333333333,1.76,647.0,382.3001667423419
2013,1,SS,삼성 라이온즈,128,75,51,2,283,3.98,595,1,28.46,0.707576923076923,91.90384615384616,669.0,21.18,4.682857142857143,1.76,545.0,601.0870470293545
2013,2,LG,LG 트윈스,128,74,54,0,282,3.72,578,3,23.5,0.5184615384615385,33.25,614.0,23.630000000000003,4.2345,1.4064999999999999,510.0,591.7412760391029
2013,3,WO,넥센 히어로즈,128,72,54,2,272,4.12,571,4,24.47,0.6550434782608696,84.04166666666667,646.0,22.53,4.4655555555555555,1.5238888888888888,576.0,557.0957906364545
2013,4,OB,두산 베어스,128,71,54,3,289,4.57,568,2,36.31,0.7802173913043479,113.04347826086956,699.0,11.39,5.274814814814814,1.9914814814814814,625.0,555.7171876166585
2013,5,LT,롯데 자이언츠,128,66,58,4,261,3.93,532,0,14.120000000000001,0.5504230769230769,40.784615384615385,532.0,23.47,4.7795000000000005,1.597,553.0,480.6524090863103
2013,6,SK,SK 와이번스,128,62,63,3,265,4.16,496,0,21.23,0.6020357142857142,55.82142857142857,588.0,19.01,5.772272727272727,1.8154545454545454,571.0,514.6646620562908
2013,7,NC,NC 다이노스,128,52,72,4,244,3.96,419,0,11.66,0.5427,33.0,512.0,19.439999999999998,274.0913043478261,5.992173913043478,551.0,463.3607013752426
2013,8,HT,HT 타이거즈,128,51,74,3,261,5.12,408,0,21.05,0.6056785714285714,64.26785714285714,587.0,15.540000000000001,262.89958333333334,5.906666666666666,711.0,405.3323765714156
2013,9,HH,한화 이글스,128,42,85,1,259,5.31,331,0,14.7,0.5269393939393939,37.912121212121214,480.0,5.98,5.086818181818182,1.7177272727272728,711.0,313.0770830016903
2014,1,SS,삼성 라이온즈,128,78,47,3,301,4.52,624,1,26.64,0.5958076923076923,43.619230769230775,812.0,23.04,147.2290909090909,6.108181818181818,621.0,630.9602530173821
2014,2,WO,넥센 히어로즈,128,78,48,2,298,5.25,619,2,28.96,0.6884090909090909,67.01818181818182,841.0,19.96,6.414090909090908,1.9145454545454543,716.0,579.7684634529654
2014,3,NC,NC 다이노스,128,70,57,1,282,4.29,551,4,15.16,0.6197777777777779,46.088888888888896,736.0,23.45,5.71047619047619,1.6752380952380952,608.0,594.382022471258
2014,4,LG,LG 트윈스,128,62,64,2,279,4.58,492,3,14.55,0.6813846153846155,73.17307692307692,668.0,19.42,7.257391304347825,1.6256521739130434,643.0,519.0624807333497
2014,5,SK,SK 와이번스,128,61,65,2,291,5.51,484,0,16.49,0.6312307692307692,50.01923076923077,735.0,14.12,6.528076923076923,1.9626923076923077,760.0,483.2822669018109
2014,6,OB,두산 베어스,128,59,68,1,293,5.43,465,0,20.72,0.6572608695652175,63.21304347826087,687.0,11.02,5.65625,2.0504166666666666,721.0,475.86634536808873
2014,7,LT,롯데 자이언츠,128,58,69,1,287,5.19,457,0,17.92,0.6308,50.78333333333333,698.0,19.54,5.560869565217391,1.6347826086956523,719.0,485.1832119218603
2014,8,HT,HT 타이거즈,128,54,74,0,288,5.82,422,0,14.55,0.7115416666666667,72.29583333333333,662.0,11.9,153.09380952380954,6.441904761904762,788.0,413.7546875527161
2014,9,HH,한화 이글스,128,49,77,2,283,6.35,389,0,12.14,0.5914516129032258,53.459375,619.0,5.25,448.52777777777777,9.436296296296296,889.0,326.5162993549739
2015,1,SS,삼성 라이온즈,144,88,56,0,302,4.69,611,2,34.17,0.63324,52.13461538461539,897.0,22.92,5.168947368421052,1.5673684210526317,716.0,610.817868841417
2015,2,NC,NC 다이노스,144,84,57,3,289,4.26,596,3,29.31,0.64128,64.536,844.0,26.119999999999997,125.07884615384616,5.8015384615384615,655.0,624.1110393638611
2015,3,OB,두산 베어스,144,79,65,0,290,5.02,549,1,30.47,0.7339199999999999,88.096,807.0,13.280000000000001,7.4708000000000006,2.3264,776.0,519.575562957082
2015,4,WO,넥센 히어로즈,144,78,65,1,298,4.91,545,4,31.54,0.7108,79.66,901.0,20.11,5.9025,1.7125000000000001,790.0,565.3600074095879
2015,5,SK,SK 와이번스,144,69,73,2,272,4.71,486,5,15.459999999999999,0.6840666666666666,71.61333333333333,693.0,19.72,5.3379166666666675,1.5879166666666666,724.0,478.1332603225944
2015,6,HH,한화 이글스,144,68,76,0,271,5.11,472,0,17.95,0.6308787878787878,54.78181818181818,699.0,15.39,207.47645161290325,5.2545161290322575,800.0,432.9262511725287
2015,7,HT,HT 타이거즈,144,67,77,0,251,4.79,465,0,7.05,0.57628125,41.40625,648.0,18.87,5.326538461538462,1.6669230769230767,739.0,434.67198053835597
2015,8,LT,롯데 자이언츠,144,66,77,1,280,5.07,462,0,20.82,0.5473103448275862,32.317241379310346,753.0,18.62,5.9222222222222225,1.774074074074074,801.0,469.1414103801316
2015,9,LG,LG 트윈스,144,64,78,2,269,4.62,451,0,11.87,0.6211764705882353,55.699999999999996,653.0,17.21,5.074285714285715,1.5647619047619048,721.0,450.63038309067304
2015,10,KT,KT 위즈,144,52,91,1,273,5.56,364,0,12.41,0.6082727272727273,47.47272727272727,640.0,11.82,6.153103448275862,1.9458620689655173,875.0,348.5290050838363
2016,1,OB,두산 베어스,144,93,50,1,298,4.45,650,1,34.69,0.7116153846153845,79.19615384615385,935.0,25.740000000000002,5.3156,1.7416,682.0,652.7238232897828
2016,2,NC,NC 다이노스,144,83,58,3,291,4.48,589,2,25.63,0.6556666666666666,60.644444444444446,857.0,26.259999999999998,5.382380952380952,1.6204761904761906,657.0,629.834713719919
2016,3,WO,넥센 히어로즈,144,77,66,1,293,4.96,538,4,21.04,0.7031739130434782,76.07391304347826,803.0,23.33,6.567777777777777,1.8792592592592594,757.0,529.461562841867
2016,4,LG,LG 트윈스,144,71,71,2,290,5.04,500,3,20.87,0.7175999999999999,84.13666666666667,786.0,14.73,676.3481481481481,5.271851851851852,807.0,486.8196163252786
2016,5,HT,HT 타이거즈,144,70,73,1,286,4.97,490,5,22.21,0.6978666666666666,72.76333333333334,803.0,18.61,6.4475999999999996,1.8744,785.0,511.33355643026965
2016,6,SK,SK 와이번스,144,69,75,0,291,4.87,479,0,19.95,0.6974615384615385,70.5923076923077,753.0,20.3,5.4236,1.6228,784.0,479.8390406752507
2016,7,HH,한화 이글스,144,66,75,3,289,5.76,468,0,18.33,0.5723939393939393,34.75757575757576,826.0,11.93,6.103461538461539,1.9746153846153844,908.0,452.8160133795792
2016,8,LT,롯데 자이언츠,144,66,78,0,288,5.63,458,0,18.74,0.6322580645161291,50.57419354838709,777.0,15.8,6.361599999999999,1.8207999999999998,865.0,446.56031196294657
2016,9,SS,삼성 라이온즈,144,65,78,1,293,5.64,455,0,21.33,0.7123461538461539,76.77692307692308,851.0,15.97,6.29,1.7957692307692308,869.0,489.5360297205893
2016,10,KT,KT 위즈,144,53,89,2,276,5.92,373,0,7.9799999999999995,0.6002142857142857,41.61071428571428,646.0,8.18,6.00037037037037,2.1366666666666667,927.0,326.8849210232078
2017,1,HT,HT 타이거즈,144,87,56,1,302,4.79,608,1,32.65,0.6738275862068965,74.64137931034483,906.0,21.46,5.963461538461539,2.083076923076923,743.0,597.8913018930224
2017,2,OB,두산 베어스,144,84,57,3,294,4.38,596,2,33.34,0.6954347826086957,77.48260869565217,849.0,22.61,264.32,2.243913043478261,678.0,610.5973392286978
2017,3,LT,롯데 자이언츠,144,80,62,2,285,4.56,563,4,19.16,0.6395909090909091,56.57727272727273,742.0,27.0,4.804285714285714,1.4566666666666666,701.0,528.3901090722545
2017,4,NC,NC 다이노스,144,79,62,3,293,4.71,560,3,26.08,0.6142758620689656,50.255172413793105,785.0,20.16,5.494,1.4985,745.0,526.1259338309276
2017,5,SK,SK 와이번스,144,75,68,1,271,5.02,524,5,17.62,0.661,58.7875,761.0,16.72,6.0476,1.9203999999999999,767.0,496.0733589737144
2017,6,LG,LG 트윈스,144,69,72,3,281,4.3,489,0,14.26,0.6989310344827586,83.02758620689656,696.0,21.85,4.863181818181818,1.4390909090909092,677.0,513.8356607560752
2017,7,WO,넥센 히어로즈,144,69,73,2,290,5.03,486,0,21.47,0.6823928571428571,69.25714285714285,789.0,18.64,5.7780000000000005,1.7846666666666666,764.0,516.093704532007
2017,8,HH,한화 이글스,144,61,81,2,287,5.28,430,0,20.37,0.5999705882352941,48.60294117647059,737.0,12.43,5.394399999999999,1.6728,820.0,446.84341242624083
2017,9,SS,삼성 라이온즈,144,55,84,5,279,5.88,396,0,15.18,0.5864137931034483,38.44137931034483,753.0,10.56,5.921923076923077,1.7976923076923077,911.0,405.89650161396355
2017,10,KT,KT 위즈,144,50,94,0,275,5.75,347,0,9.47,0.6075925925925927,45.18888888888888,624.0,10.27,5.7036,1.7936,876.0,336.61147765438346
2018,1,OB,두산 베어스,144,93,51,0,309,4.98,646,2,38.89,0.743074074074074,89.42222222222223,944.0,22.46,7.373214285714285,2.088214285714286,756.0,609.2521084695617
2018,2,SK,SK 와이번스,144,78,65,1,281,4.67,545,1,23.62,0.71544,75.096,829.0,24.31,7.033214285714286,2.099285714285714,729.0,563.9215152102322
2018,3,HH,한화 이글스,144,77,67,0,275,4.93,535,4,13.37,0.6087307692307692,58.96296296296296,729.0,19.81,6.070714285714287,1.6642857142857144,761.0,478.5333912015011
2018,4,WO,넥센 히어로즈,144,75,69,0,288,5.08,521,3,22.65,0.701375,72.075,825.0,20.08,5.7428,1.7528,780.0,528.0153604464397
2018,5,SS,삼성 라이온즈,144,68,72,4,288,5.19,486,0,16.06,0.5766071428571429,34.175,775.0,22.7,6.495384615384615,1.6888461538461537,802.0,482.88390124327145
2018,6,HT,HT 타이거즈,144,70,74,0,295,5.4,486,5,26.05,0.6611785714285714,60.36785714285714,865.0,15.67,263.61958333333337,5.7195833333333335,826.0,523.0510149936819
2018,7,LT,롯데 자이언츠,144,68,74,2,289,5.37,479,0,24.38,0.719,76.68260869565218,806.0,18.39,5.7308,1.8192,846.0,475.8011120938221
2018,8,LG,LG 트윈스,144,68,75,1,293,5.29,476,0,22.770000000000003,0.66708,69.384,787.0,12.440000000000001,7.231851851851851,2.281111111111111,816.0,481.9148398136654
2018,9,KT,KT 위즈,144,59,82,3,275,5.34,418,0,17.35,0.5321428571428571,24.071428571428573,755.0,14.530000000000001,5.4996,1.7552,834.0,450.4057820080655
2018,10,NC,NC 다이노스,144,58,85,1,261,5.48,406,0,6.5200000000000005,0.5612727272727273,32.27272727272727,659.0,10.57,6.438461538461539,1.756153846153846,844.0,378.7498353849814
2019,1,SK,SK 와이번스,144,88,55,1,262,3.48,615,3,18.7,0.5341290322580645,40.55806451612903,655.0,27.970000000000002,4.896,1.6416,533.0,601.6219005648443
2019,2,OB,두산 베어스,144,88,55,1,278,3.51,615,1,30.330000000000002,0.5514800000000001,51.748000000000005,734.0,24.85,568.4840909090909,10.562727272727273,550.0,640.4186121696126
2019,3,WO,키움 히어로즈,144,86,57,1,282,3.61,601,2,32.51,0.6195454545454545,70.77727272727272,780.0,25.5,4.495217391304348,2.2269565217391305,572.0,650.2890173403454
2019,4,LG,LG 트윈스,144,79,64,1,267,3.86,552,4,21.619999999999997,0.5695384615384615,58.56923076923077,639.0,16.82,5.430357142857143,1.615,633.0,504.7168761813764
2019,5,NC,NC 다이노스,144,73,69,2,278,4.01,514,5,26.34,0.6523225806451614,72.49032258064516,674.0,23.65,4.746551724137931,1.6948275862068964,631.0,532.9144558477249
2019,6,KT,KT 위즈,144,71,71,2,277,4.29,500,0,22.630000000000003,0.5617037037037037,52.76296296296296,650.0,18.46,5.656923076923078,1.7669230769230768,661.0,491.6100490906185
2019,7,HT,HT 타이거즈,144,62,80,2,264,4.65,437,0,18.57,0.5887142857142857,57.06285714285715,605.0,12.79,5.1084000000000005,1.83,723.0,411.8406218138969
2019,8,SS,삼성 라이온즈,144,60,83,1,256,4.64,420,0,16.73,0.5975172413793103,56.01379310344828,622.0,13.89,4.934285714285714,1.5566666666666666,731.0,419.95777453292015
2019,9,HH,한화 이글스,144,58,86,0,256,4.8,403,0,13.32,0.5525625,48.41875,607.0,10.3,5.460689655172414,2.177931034482759,737.0,404.1703871573354
2019,10,LT,롯데 자이언츠,144,48,93,3,250,4.83,340,0,9.709999999999999,0.541032258064516,42.770967741935486,566.0,9.05,6.188666666666666,2.127666666666667,764.0,354.3557229005031
2020,1,NC,NC 다이노스,144,83,55,6,291,4.58,601,1,33.39,0.6848928571428571,74.88214285714285,888.0,24.94,5.806363636363637,4.584848484848485,714.0,607.3478441697804
2020,2,KT,KT 위즈,144,81,62,1,284,4.54,566,3,29.119999999999997,0.5716538461538462,48.36538461538461,813.0,24.62,236.25888888888892,6.022222222222222,715.0,563.8733861454982
