Id,Name,Birthdate,Handedness,School,Draft,Year,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
1734,김성준,1974년 05월 20일,우투우타,인천고,93 태평양 연고 지명,1시즌,C,2,-0.05,0.01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-170.0,-0.04
1735,김정수,1972년 11월 16일,우투우타,전주고,91 쌍방울 고졸연고 지명 3,2시즌,IF,7,-0.19,0.01,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.000,0.000,0.000,0.000,0.000,-167.7,-0.17
1736,김종성,1969년 07월 23일,우투우타,경희대,93 OB 2차 2라운드,3시즌,OF,133,0.83,0.17,198,195,180,33,46,9,1,7,78,26,7,8,11,4,0,46,2,3,0,0.256,0.313,0.433,0.746,0.169,107.4,1.00
1737,김충민,1970년 03월 05일,우투우타,동산고-인하대,93 쌍방울 2차 1라운드 1순위,8시즌,C,417,1.70,1.79,972,947,857,87,194,36,3,27,317,104,19,12,76,11,0,196,25,25,3,0.226,0.297,0.370,0.667,0.092,79.7,3.48
1738,김태민,1971년 10월 09일,우투우타,호주 RMIT(대),,4시즌,OF,111,-0.63,-0.50,187,185,170,13,34,6,1,2,48,18,2,2,7,7,0,44,4,2,1,0.200,0.259,0.282,0.541,0.070,34.2,-1.14
1739,당신상,1970년 10월 15일,우투우타,인천고-단국대,93 LG 2차 7라운드,2시즌,C,7,-0.10,0.03,7,7,7,1,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0.143,0.143,0.143,0.286,0.143,-66.8,-0.08
1740,박기복,1971년 01월 16일,우투우타,동산고-인하대,93 롯데 2차 5라운드 8순위,2시즌,OF,10,-0.13,0.01,8,8,7,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0.000,0.125,0.000,0.125,0.000,-81.6,-0.12
1741,소상영,1973년 10월 29일,우투우타,한서고,92 OB 신고선수,5시즌,OF,91,-0.63,-0.06,204,200,176,14,30,7,1,2,45,12,1,1,18,3,0,40,3,4,3,0.170,0.255,0.256,0.511,0.070,35.1,-0.69
1742,손차훈,1970년 08월 11일,우투우타,공주고-한양대,93 태평양 2차 1라운드 5순위,9시즌,2B,486,-1.73,1.61,1222,1183,1104,108,246,50,2,10,330,84,10,14,62,13,0,158,20,39,4,0.223,0.271,0.299,0.570,0.091,53.4,-0.12
1743,송태일,1970년 04월 05일,우투우타,신일고-건국대,93 롯데 2차 2라운드,4시즌,2B,215,0.79,0.66,584,570,541,49,122,26,1,15,195,69,7,2,26,2,1,82,14,13,2,0.226,0.263,0.360,0.623,0.086,70.8,1.45
1744,신경호,1972년 03월 07일,우투우타,광주동성중-광주상고,92 해태 고졸연고 지명 7,1시즌,OF,3,0.00,0.01,8,8,7,0,2,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0.286,0.375,0.286,0.661,0.000,117.3,0.01
1745,오명종,1974년 01월 14일,우투우타,진흥고,93 해태 고졸연고 지명,1시즌,DH,5,-0.16,0.06,15,15,15,1,2,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0.133,0.133,0.133,0.266,0.067,-54.8,-0.10
1746,우태원,1972년 07월 24일,우투우타,광영고,93 태평양 2차 5라운드(지명권 양도로 빙그레 입단),2시즌,IF,16,-0.05,0.01,6,6,6,3,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0.167,0.167,0.167,0.334,0.500,-38.0,-0.04
1747,이경호,1973년 09월 07일,우투우타,강릉고,92 태평양 고졸연고 지명,1시즌,IF,13,-0.18,-0.13,35,35,33,2,6,0,0,0,6,2,1,0,2,0,0,10,2,0,0,0.182,0.229,0.182,0.411,0.057,8.6,-0.31
1748,이민호,1969년 09월 02일,우투우타,포철공고-영남대,93 빙그레 2차 3라운드 3순위,8시즌,3B,556,6.49,0.30,1572,1535,1369,168,330,63,6,51,558,167,19,15,130,33,1,358,30,36,4,0.241,0.321,0.408,0.729,0.109,97.1,6.79
1749,장용대,1974년 10월 23일,우투우타,유신고,93 태평양 고졸연고 자유계약,8시즌,OF,116,-0.32,-0.42,194,191,176,16,36,6,0,5,57,21,0,0,10,3,0,60,3,3,2,0.205,0.257,0.324,0.581,0.084,46.6,-0.75
1750,전호근,1969년 05월 02일,우투우타,부산고-중앙대,91 롯데 신고선수,1시즌,C,1,-0.03,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-162.7,-0.02
1751,정호진,1974년 01월 05일,우투우타,양덕초-마산동중-용마고,92 롯데 고졸연고 지명,5시즌,C,82,-0.27,-0.12,158,149,137,14,28,5,0,0,33,8,1,0,9,2,0,15,8,9,1,0.204,0.262,0.241,0.503,0.094,43.4,-0.39
1752,조규철,1969년 03월 15일,우투우타,대전고-성균관대,93 롯데 신고선수,7시즌,2B,249,-0.50,0.09,247,237,222,41,45,6,3,1,60,20,18,6,13,2,0,70,4,10,0,0.203,0.253,0.270,0.523,0.173,43.3,-0.42
1753,조병일,1967년 12월 09일,우투우타,배명고-인천전문대,92 LG 2차 10라운드,2시즌,OF,19,0.03,0.03,15,15,14,4,3,1,0,0,4,0,2,0,1,0,0,4,0,0,0,0.214,0.267,0.286,0.553,0.267,53.8,0.06
1754,지화선,1970년 05월 10일,우투우타,북일고-동아대,93 빙그레 2차 2라운드,5시즌,OF,229,2.62,1.39,604,598,546,57,145,29,4,2,188,42,12,9,41,4,0,71,5,6,7,0.266,0.318,0.344,0.662,0.095,99.1,4.01
1755,최규하,1970년 10월 10일,우투우타,충암고-홍익대,93 LG 2차 5라운드,3시즌,OF,40,-0.40,0.08,37,37,35,5,5,1,0,0,6,1,1,1,2,0,0,11,0,0,0,0.143,0.189,0.171,0.360,0.135,-24.5,-0.32
1756,최홍주,1970년 04월 23일,우투우타,동아대,93 삼성 2차 2라운드,3시즌,OF,6,-0.21,-0.08,11,11,10,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.000,0.091,0.000,0.091,0.091,-96.2,-0.28
1757,추성건,1970년 08월 05일,우투우타,서울고-건국대,93 OB 1차,7시즌,3B,392,3.93,-0.26,697,691,594,96,147,18,4,17,224,74,22,6,89,3,0,165,14,6,5,0.247,0.346,0.377,0.723,0.139,107.4,3.67
1758,한혁수,1970년 10월 11일,우투우타,충암초-충암중-충암고-경희대,93 쌍방울 2차 4라운드,3시즌,SS,136,-0.75,0.85,240,227,209,16,38,7,0,2,51,7,0,3,18,0,0,39,6,13,0,0.182,0.247,0.244,0.491,0.071,39.3,0.10
1759,허준,1970년 05월 29일,우투우타,공주고-경성대,93 빙그레 2차 1라운드,12시즌,SS,1001,-4.15,4.45,2431,2322,2151,213,474,71,6,19,614,188,23,25,144,15,2,269,58,107,14,0.220,0.272,0.285,0.557,0.092,49.6,0.30
1760,황일권,1969년 06월 09일,우투우타,덕수고-한양대,91 OB 1차,4시즌,2B,139,-0.68,-0.99,292,286,254,19,48,8,0,3,65,16,4,1,19,12,0,72,13,6,1,0.189,0.276,0.256,0.532,0.066,37.2,-1.67
1782,서용빈,1971년 01월 02일,좌투좌타,서울금양초-선린중-선린고-단국대,94 LG 2차 6라운드,9시즌,1B,828,17.47,-6.66,2952,2895,2625,307,760,139,22,22,1009,350,31,19,238,32,21,353,61,35,21,0.290,0.353,0.384,0.737,0.106,110.7,10.80
1783,류지현,1971년 05월 25일,우투우타,충암초-충암중-충암고-한양대,94 LG 1차,11시즌,SS,1108,34.45,11.17,4865,4724,4050,719,1134,193,17,64,1553,379,296,85,590,60,10,537,57,131,34,0.280,0.377,0.383,0.760,0.152,119.1,45.62
1784,하득인,1966년 10월 09일,우투우타,충암고-원광대,94 태평양 2차 4라운드 26순위,4시즌,DH,326,2.10,-1.40,785,768,679,59,161,35,2,11,233,95,8,5,60,27,6,88,20,11,8,0.237,0.320,0.343,0.663,0.077,83.3,0.69
1785,박지상,1975년 05월 19일,좌투좌타,세광고,94 한화 고졸연고 지명,3시즌,CF,229,4.26,0.27,680,664,578,71,156,30,3,2,198,52,14,12,77,7,1,79,11,15,3,0.270,0.361,0.343,0.704,0.107,116.2,4.53
1786,정진식,1971년 11월 15일,우투우타,가야초-개성중-경남고-동아대,94 한화 2차 1라운드 5순위,5시즌,C,93,0.03,0.49,113,112,106,13,25,5,0,1,33,5,1,1,6,0,0,26,0,1,0,0.236,0.277,0.311,0.588,0.116,62.8,0.51
1787,박재용,1969년 06월 16일,좌투좌타,신일중-신일고-단국대,92 해태 2차 2라운드 17순위,7시즌,RF,546,4.89,-1.59,1753,1729,1562,167,385,74,8,23,544,195,12,5,130,25,2,276,32,22,14,0.246,0.312,0.348,0.660,0.097,82.8,3.29
1788,전성철,1969년 09월 07일,우투우타,-,94 해태 자유선발,2시즌,2B,93,-1.18,0.05,129,125,122,13,17,6,0,0,23,2,3,1,3,0,0,20,2,4,0,0.139,0.160,0.189,0.349,0.104,-15.4,-1.13
1789,강석,1974년 07월 01일,우투우타,경기고,,1시즌,IF,7,-0.05,0.01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.500,-163.9,-0.05
1790,공유선,1974년 08월 12일,우투우타,휘문고,94 OB 고졸연고 자유계약,1시즌,IF,13,-0.02,-0.01,38,38,34,1,7,1,0,1,11,3,0,0,3,0,0,9,0,0,1,0.206,0.263,0.324,0.587,0.026,55.1,-0.03
1791,길랑균,1968년 10월 14일,우투우타,경기고,94 OB 고졸연고 자유계약,1시즌,IF,8,-0.07,0.01,6,6,6,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.167,0.167,0.167,0.334,0.167,-41.8,-0.06
1792,김광현,1971년 10월 07일,우투우타,신일고-단국대,94 OB 2차 2라운드 15순위,6시즌,C,77,0.63,0.10,143,140,127,10,30,9,3,0,45,10,1,0,12,1,0,36,4,3,0,0.236,0.307,0.354,0.661,0.071,92.8,0.73
1793,김명호,1975년 08월 24일,좌투좌타,경기고,94 OB 고졸연고 자유계약,1시즌,IF,8,-0.24,0.04,15,15,15,0,2,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0.133,0.133,0.133,0.266,0.000,-70.0,-0.19
1794,김성,1971년 08월 10일,좌투좌타,마산고-계명대,94 태평양 2차 2라운드,2시즌,OF,33,-0.17,0.06,25,24,22,8,3,1,0,0,4,0,2,0,2,1,1,5,0,0,0,0.136,0.240,0.182,0.422,0.333,-8.9,-0.11
1795,김성태,1971년 10월 10일,우투우타,마산고-계명대,94 태평양 2차 2라운드 10순위,3시즌,C,71,-0.17,0.36,169,166,153,13,33,6,1,0,41,18,4,3,11,1,0,27,3,3,1,0.216,0.271,0.268,0.539,0.078,56.6,0.20
1796,김신,1971년 03월 15일,우투우타,경북고-한양대,94 해태 2차 2라운드 17순위,1시즌,IF,2,-0.03,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-149.1,-0.03
1797,김실,1967년 06월 03일,좌투좌타,-,94 삼성 자유선발,7시즌,LF,686,9.25,-1.35,2235,2169,1938,273,511,75,23,9,659,192,36,31,214,11,5,219,35,61,11,0.264,0.339,0.340,0.679,0.126,97.7,7.89
1798,김정규,1973년 08월 27일,우투우타,덕수정보고,92 OB 고졸연고 지명,5시즌,3B,41,-0.47,-0.06,67,64,63,5,13,1,0,0,14,2,0,0,0,1,0,12,2,3,0,0.206,0.219,0.222,0.441,0.078,2.7,-0.54
1799,김정윤,1974년 03월 18일,우투우타,한서고,93 빙그레 신고선수,4시즌,DH,43,-0.43,-0.02,28,28,27,3,4,0,0,0,4,0,0,2,1,0,0,11,0,0,0,0.148,0.179,0.148,0.327,0.107,-32.5,-0.45
1800,김종훈,1972년 01월 29일,우투우타,대전가양초-한밭중-북일고-경희대,94 롯데 2차 2라운드 12순위,14시즌,LF,1258,9.14,-2.28,3305,3221,2902,425,735,119,24,43,1031,276,82,25,255,47,3,576,56,81,20,0.253,0.322,0.355,0.677,0.132,84.3,6.86
1801,김주성,1972년 05월 05일,우투우타,신일고-동아대,94 쌍방울 2차 4라운드 27순위,3시즌,SS,173,0.56,0.73,285,276,256,28,64,9,1,1,78,19,3,3,19,0,0,54,6,9,1,0.250,0.301,0.305,0.606,0.101,78.8,1.29
1802,김지영,1974년 04월 21일,우투우타,영흥고,93 해태 신고선수,7시즌,C,130,0.01,0.46,211,207,194,22,45,7,0,3,61,15,0,0,13,0,0,54,4,4,0,0.232,0.280,0.314,0.594,0.106,61.5,0.47
1803,김태균,1971년 08월 19일,우투우타,수영초-부산동성중-부산고-중앙대,94 삼성 2차 3라운드 26순위,14시즌,SS,1235,3.86,3.55,3437,3323,2960,317,673,122,6,63,996,335,30,21,299,43,6,715,73,108,27,0.227,0.305,0.336,0.641,0.095,72.3,7.42
1804,박상수,1970년 06월 29일,좌투좌타,군산상고-원광대,93 쌍방울 1차,1시즌,OF,3,-0.11,0.01,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-164.3,-0.09
1805,박재호,1971년 02월 01일,우투우타,광영고-중앙대,93 LG 2차 3라운드,1시즌,OF,9,-0.15,0.01,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.000,0.000,0.000,0.000,0.000,-180.7,-0.14
1806,박종무,1975년 03월 03일,좌투좌타,중앙고,94 OB 고졸연고 자유계약,1시즌,OF,8,0.03,0.04,21,20,17,2,3,0,0,0,3,0,3,0,3,0,0,5,0,1,0,0.176,0.300,0.176,0.476,0.100,46.8,0.07
1807,박종호,1975년 07월 26일,우투우타,경북고,94 삼성 고졸연고 지명 5,1시즌,C,8,-0.08,0.05,11,11,11,2,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0.182,0.182,0.182,0.364,0.182,-16.2,-0.03
1808,배훈,1972년 12월 16일,좌투좌타,진흥고-인하대,94 해태 신고선수,1시즌,OF,15,-0.13,0.03,18,18,16,2,2,0,0,0,2,3,0,0,2,0,0,7,0,0,0,0.125,0.222,0.125,0.347,0.111,-1.0,-0.10
1809,손동일,1971년 07월 05일,우투우타,세광고-원광대,94 롯데 2차 3라운드,6시즌,OF,203,-0.48,-0.01,507,496,461,58,92,18,1,10,142,40,12,6,33,1,2,130,8,9,3,0.200,0.253,0.308,0.561,0.117,53.8,-0.49
1810,신진수,1972년 02월 28일,우투우타,경남고-동아대,94 한화 2차 2라운드,5시즌,OF,159,-0.33,0.22,336,320,292,39,60,17,0,1,80,19,7,4,26,2,2,55,5,14,2,0.205,0.273,0.274,0.547,0.122,53.9,-0.12
1811,심정수,1975년 05월 05일,우투우타,수유초-동대문상고,94 OB 고졸연고 자유계약,15시즌,RF,1450,61.45,-9.17,5958,5894,5050,859,1451,232,14,328,2695,1029,43,22,777,79,60,1073,126,4,48,0.287,0.387,0.534,0.921,0.146,148.8,52.28
1812,유진우,1972년 11월 24일,우투우타,진흥고,94 해태 2차 4라운드,2시즌,DH,20,-0.01,-0.11,7,7,6,0,1,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0.167,0.286,0.333,0.619,0.000,43.9,-0.12
1813,유태준,1975년 01월 22일,우투우타,서울고,93 쌍방울 신고선수,1시즌,IF,5,-0.07,0.02,6,6,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.167,0.167,0.167,0.334,0.167,-33.8,-0.05
1814,윤기수,1971년 03월 19일,우투우타,마산고-경성대,94 OB 2차 4라운드,3시즌,IF,156,-0.89,-0.19,212,201,189,14,40,4,1,0,46,6,3,5,9,2,0,26,5,11,1,0.212,0.254,0.243,0.497,0.070,33.3,-1.07
1815,이군옥,1971년 12월 27일,우투우타,군산상고-원광대,94 쌍방울 1차,2시즌,OF,9,-0.04,-0.19,11,11,11,3,2,0,1,0,4,0,0,0,0,0,0,2,2,0,0,0.182,0.182,0.364,0.546,0.273,27.4,-0.23
1816,이동수,1973년 03월 24일,우투우타,칠성초-경상중-대구고,92 삼성 고졸연고 자유계약,10시즌,3B,674,15.30,-2.73,2130,2109,1813,257,487,82,9,89,854,328,8,5,224,67,11,522,51,10,16,0.269,0.367,0.471,0.838,0.122,122.6,12.57
1817,이요한,1975년 03월 26일,우투우타,북일고,94 한화 고졸연고 지명,1시즌,C,1,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00
1818,임성주,1965년 05월 02일,좌투좌타,인천고-경희대,87 청보 1차 3순위,3시즌,OF,28,0.06,0.34,51,50,45,2,10,2,1,0,14,6,0,0,4,0,0,10,0,1,1,0.222,0.280,0.311,0.591,0.040,69.7,0.41
1819,임수혁,1969년 06월 17일,우투우타,방배초-강남중-서울고-고려대,94 롯데 2차 1라운드 3순위,7시즌,C,488,10.07,0.69,1479,1462,1296,148,345,53,8,47,555,257,7,8,157,6,11,234,47,6,14,0.266,0.345,0.428,0.773,0.101,118.1,10.75
1820,임채영,1971년 08월 07일,우투우타,경남대,94 삼성 2차 2라운드 16순위,3시즌,C,83,-0.79,-0.09,141,135,130,5,21,9,1,1,35,10,0,2,3,1,0,18,7,6,1,0.162,0.185,0.269,0.454,0.037,20.2,-0.88
1821,장재중,1971년 05월 19일,우투우타,서울학동초-선린중-선린고-건국대,94 쌍방울 신고선수,10시즌,C,597,-3.61,2.33,1345,1311,1207,119,264,34,9,14,358,104,19,10,86,7,2,193,32,31,13,0.219,0.272,0.297,0.569,0.091,42.1,-1.27
1822,장진성,1972년 10월 20일,우투우타,대전고,91 빙그레 고졸연고 지명 2,2시즌,DH,14,-0.04,-0.13,18,18,17,2,3,3,0,0,6,3,1,0,0,1,0,8,1,0,0,0.176,0.222,0.353,0.575,0.111,36.3,-0.17
1823,전형도,1971년 10월 30일,우투우타,사당초-휘문중-휘문고-단국대,94 한화 2차,8시즌,2B,388,-0.98,1.07,531,497,447,101,89,15,2,6,126,34,32,16,39,7,0,89,6,34,4,0.199,0.272,0.282,0.554,0.203,50.4,0.09
1824,정기창,1970년 12월 21일,우투우타,대구옥산초-경상중-경북고-한양대,93 쌍방울 2차 5라운드,5시즌,OF,177,0.87,-0.40,407,401,370,41,87,7,4,13,141,44,11,8,27,3,2,96,13,4,3,0.235,0.290,0.381,0.671,0.102,83.3,0.47
1825,조연제,1975년 06월 21일,좌투좌타,덕수고,94 OB 고졸연고 자유계약,1시즌,OF,10,0.10,0.02,12,12,9,0,2,0,0,0,2,1,0,0,3,0,0,3,0,0,0,0.222,0.417,0.222,0.639,0.000,124.9,0.12
1826,지윤석,1974년 04월 03일,우투우타,광주상고,93 해태 고졸연고 지명,1시즌,C,5,0.03,0.03,6,6,6,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.666,0.167,97.6,0.06
1827,최병국,1972년 01월 22일,우투우타,단국대,94 삼성 신고선수,1시즌,IF,5,-0.09,0.03,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286,0.000,-45.3,-0.06
1828,최익성,1972년 02월 11일,우투우타,경주고-계명대,94 삼성 신고선수,12시즌,CF,621,12.73,-1.82,2006,1967,1686,309,450,83,6,60,725,216,85,23,200,78,8,304,31,31,11,0.267,0.369,0.430,0.799,0.157,112.6,10.91
1829,최찬욱,1972년 01월 18일,우투우타,부경고-경성대,94 삼성 2차 4라운드 32슌위,2시즌,OF,22,-0.62,-0.07,26,26,25,2,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0.000,0.038,0.000,0.038,0.077,-137.1,-0.69
1830,최형현,1972년 03월 28일,우투우타,포철공고,91 삼성 고졸연고 지명 9,3시즌,C,47,-0.41,0.09,46,46,42,2,7,0,0,0,7,3,1,2,3,0,0,7,1,0,1,0.167,0.217,0.167,0.384,0.044,2.7,-0.32
1831,한성곤,1973년 05월 22일,우투우타,경남고,94 롯데 2차 4라운드 28순위,1시즌,OF,3,0.01,0.00,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.333,97.5,0.02
1832,함석원,1975년 07월 17일,우투우타,충암고,94 OB 고졸연고 자유계약,5시즌,RF,62,-0.60,0.08,68,67,64,6,11,3,0,0,14,5,2,2,2,1,0,23,0,1,0,0.172,0.209,0.219,0.428,0.090,-1.7,-0.51
1833,홍순기,1967년 07월 10일,우투우타,국외,94 롯데 재일교포 자유계약,1시즌,IF,19,-0.34,-0.22,45,44,36,1,4,1,0,0,5,3,0,2,6,2,0,11,3,1,0,0.111,0.273,0.139,0.412,0.023,19.3,-0.55
1865,마해영,1970년 08월 14일,우투우타,대연초-부산중-부산고-단국대,93 롯데 2차 1라운드,14시즌,1B,1501,52.34,-16.68,6264,6208,5482,850,1609,298,20,260,2727,1003,45,32,587,119,43,931,157,13,63,0.294,0.370,0.497,0.867,0.137,133.3,35.66
1866,조현,1976년 10월 04일,우투우타,신일고,95 LG 고졸연고 지명,5시즌,CF,243,1.65,-0.40,604,598,543,67,126,18,4,14,194,65,5,3,47,7,3,134,11,3,4,0.232,0.300,0.357,0.657,0.112,83.2,1.25
1867,심재학,1972년 10월 18일,좌투좌타,영중초-충암중-충암고-고려대,95 LG 1차,14시즌,RF,1247,35.03,-1.58,4470,4409,3704,539,995,193,14,149,1663,622,25,23,617,69,44,558,69,16,63,0.269,0.377,0.449,0.826,0.122,128.4,33.46
1868,김병철,1972년 04월 01일,우투우타,마산고-연세대,95 태평양 2차 1라운드 8순위,2시즌,OF,23,-0.04,0.04,39,38,36,4,9,2,0,0,11,3,0,2,2,0,0,4,1,1,0,0.250,0.289,0.306,0.595,0.105,76.6,0.00
1869,김상우,1975년 08월 25일,우투우타,휘문고,94 LG 고졸연고 지명 4,1시즌,OF,1,0.07,0.00,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1.000,656.2,0.07
1870,김승관,1976년 03월 05일,우투우타,대구옥산초-경복중-대구상고,95 삼성 고졸연고 지명,12시즌,1B,220,0.56,-0.32,411,407,351,34,75,20,0,3,104,33,0,2,48,4,0,82,9,4,4,0.214,0.312,0.296,0.608,0.084,71.2,0.24
1871,김승권,1976년 05월 01일,우투우타,대전고,95 한화 고졸연고 지명,10시즌,IF,443,-0.81,-1.60,663,646,619,85,143,41,0,13,223,72,3,4,17,5,0,133,15,17,5,0.231,0.255,0.360,0.615,0.132,55.0,-2.41
1872,김영일,1971년 03월 14일,우투우타,부산고-경성대,94 롯데 신고선수,4시즌,OF,156,-0.85,-0.48,330,319,294,30,63,9,2,0,76,19,9,7,17,8,0,43,8,11,0,0.214,0.276,0.259,0.535,0.094,44.9,-1.32
1873,김영진,1976년 12월 05일,우투우타,공주고,95 한화 고졸연고 지명 5,2시즌,DH,67,0.44,-0.32,145,144,131,16,28,6,1,6,54,19,0,2,11,2,0,47,2,1,0,0.214,0.285,0.412,0.697,0.111,92.4,0.12
1874,김영진,1972년 04월 09일,우투우타,청원고-동국대,95 삼성 2차 1라운드 5순위,6시즌,C,406,-5.12,1.52,807,774,714,47,111,22,3,5,154,45,3,6,49,10,0,171,15,33,1,0.155,0.220,0.216,0.436,0.061,10.8,-3.60
1875,김옥일,1972년 11월 14일,우투우타,경남고-동아대,95 롯데 2차 5라운드 36순위,2시즌,OF,2,0.02,-0.11,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.000,0.500,0.000,0.500,0.000,153.8,-0.08
1876,김진삼,1977년 01월 13일,우투우타,포철공고,95 삼성 고졸연고 지명 5,4시즌,DH,35,-0.10,0.01,28,28,28,4,7,0,0,0,7,0,1,0,0,0,0,4,0,0,0,0.250,0.250,0.250,0.500,0.143,30.8,-0.09
1877,남상규,1972년 10월 09일,우투우타,선린고-동국대,95 해태 신고선수,1시즌,C,6,0.05,0.03,8,8,7,1,1,0,0,1,4,1,0,0,1,0,0,2,0,0,0,0.143,0.250,0.571,0.821,0.125,108.3,0.08
1878,도명진,1972년 12월 24일,우투우타,재능중-동산고-한양대,95 태평양 2차 3라운드 24순위,1시즌,C,13,0.23,-0.03,23,23,21,2,6,1,0,1,10,4,0,0,2,0,0,5,1,0,0,0.286,0.348,0.476,0.824,0.087,145.0,0.21
1879,박상일,1976년 07월 30일,우투우타,부천고,95 태평양 고졸연고 지명 5,1시즌,C,1,-0.03,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-151.4,-0.02
1880,박종일,1972년 03월 09일,우투우타,인천고-건국대,95 롯데 2차 4라운드 28순위,6시즌,OF,447,-0.92,-0.13,520,502,453,64,96,15,2,4,127,45,20,10,43,5,4,102,10,14,5,0.212,0.285,0.280,0.565,0.128,51.0,-1.04
1881,서석영,1972년 04월 30일,우투우타,경남고-인하대,95 OB 2차 3라운드,2시즌,IF,4,-0.08,0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.000,-176.1,-0.05
1882,신국환,1972년 10월 29일,우투우타,충암고-원광대,95 LG 2차 1라운드 9순위,8시즌,2B,469,2.17,-1.37,1327,1295,1171,169,301,59,4,23,437,160,19,14,69,42,3,179,41,29,16,0.257,0.317,0.373,0.690,0.131,75.9,0.79
1883,심성보,1973년 02월 16일,좌투좌타,천안북중-북일고-단국대,95 쌍방울 2차 1라운드 2순위,9시즌,RF,758,9.56,-1.62,2378,2343,2126,258,547,111,16,63,879,321,33,23,179,18,12,400,39,22,32,0.257,0.316,0.413,0.729,0.110,96.7,7.94
1884,안상준,1973년 02월 13일,우투우타,대신초-경남중-경남고-동아대,95 해태 2차 1라운드,13시즌,3B,509,-0.86,-0.93,1341,1304,1189,133,283,40,7,13,376,111,15,5,94,12,0,240,35,37,9,0.238,0.298,0.316,0.614,0.102,58.4,-1.79
1885,양종성,1976년 10월 02일,우투우타,부경고,95 롯데 신고선수,1시즌,C,2,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00
1887,이동우,1975년 04월 20일,우투우타,공주고,육성선수 입단,1시즌,IF,4,-0.15,0.02,9,9,9,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.111,0.111,0.111,0.222,0.000,-84.8,-0.14
1888,이보형,1972년 04월 06일,우투우타,인하대,95 OB 2차 4라운드 35순위,3시즌,OF,80,-0.39,-0.30,137,133,115,8,18,6,1,2,32,13,3,1,13,2,0,39,3,4,3,0.157,0.248,0.278,0.526,0.060,36.4,-0.69
1889,이용주,1976년 10월 31일,우투양타,동산고,95 태평양 고졸연고 지명,6시즌,IF,96,-0.28,-0.42,133,130,116,14,23,2,0,1,28,6,0,0,12,1,0,21,4,3,1,0.198,0.277,0.241,0.518,0.108,42.4,-0.71
1890,차상욱,1972년 04월 07일,우투우타,경성대,95 삼성 2차 4라운드 29순위,2시즌,2B,87,-0.30,0.04,104,101,89,9,15,1,1,0,18,5,7,3,10,2,0,20,2,3,0,0.169,0.267,0.202,0.469,0.089,38.2,-0.26
1891,최희창,1975년 06월 13일,우투우타,영흥고,94 해태 고졸연고 지명,4시즌,DH,36,-0.15,-0.04,52,52,47,2,8,1,0,1,12,3,0,0,4,1,0,19,0,0,0,0.170,0.250,0.255,0.505,0.039,35.0,-0.19
