Id,Name,Birthdate,Handedness,School,Draft,Year,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
1038,박영진,1958년 07월 27일,우투우타,대구상고-성균관대,82 삼성 창단 멤버,2시즌,P,6,1,5,3,0,0,0,0,1,0,9.1,10,11,11.00,49,19,,,2,5,1,1,3,,1,0,9.64,10.61,10.61,6.08,2.57,-0.23
1057,김동철,1960년 06월 05일,우투우타,동산고,82 삼미 창단 멤버,1시즌,P,32,15,17,10,0,0,1,9,1,0,93.0,73,84,84.00,441,125,,,15,52,6,0,19,,1,2,7.06,8.13,8.13,6.04,1.90,-1.33
1059,김용남,1958년 02월 26일,우투우타,군산초-군산중-군산상고-한양대,82 해태 창단 멤버,7시즌,P,199,100,99,92,26,6,52,50,13,0,864.2,347,416,416.00,3629,934,,,67,167,22,10,407,,0,8,3.61,4.33,4.33,2.94,1.27,11.97
1071,박상열,1955년 08월 05일,우투우타,동대문상고,82 OB 창단 멤버,7시즌,P,153,92,61,49,14,1,38,39,2,0,696.0,270,321,321.00,2957,691,,,46,245,51,3,217,,7,4,3.49,4.15,4.15,3.81,1.34,9.56
1076,방수원,1960년 01월 04일,우투우타,광주서림초-광주동성중-광주제일고-영남대,82 해태 창단 멤버,8시즌,P,197,48,149,94,4,1,18,29,18,0,599.2,248,306,306.00,2566,599,,,32,210,34,6,237,,4,3,3.72,4.59,4.59,3.48,1.35,6.14
1079,송진호,1957년 08월 16일,우투우타,대구상고-건국대,82 삼성 창단 멤버,5시즌,P,36,6,30,19,0,0,0,3,2,0,86.2,55,62,62.00,397,94,,,5,51,8,2,30,,0,4,5.71,6.44,6.44,4.27,1.67,-0.60
1081,신태중,1955년 06월 27일,우투우타,고려대,82 해태 창단 멤버,5시즌,P,67,18,49,28,1,0,5,14,5,0,203.2,130,166,166.00,948,243,,,29,115,17,1,92,,2,15,5.74,7.34,7.34,5.03,1.76,-2.85
1085,이상윤,1960년 12월 21일,우투우타,광주서림초-광주제일고,82 해태 창단 멤버,8시즌,P,175,114,61,81,33,6,65,46,14,0,843.2,293,345,345.00,3536,702,,,46,381,23,13,483,,3,15,3.13,3.68,3.68,3.16,1.28,16.87
1087,이윤섭,1958년 03월 01일,좌투좌타,부산상고-고려대,82 롯데 창단 멤버,3시즌,P,22,4,18,13,0,0,0,3,0,0,38.1,33,39,39.00,187,66,,,9,12,0,0,10,,0,0,7.75,9.16,9.16,5.56,2.03,-0.89
1104,권영호,1954년 01월 23일,좌투좌타,성광중-영남대,82 삼성 창단 멤버,8시즌,P,288,86,202,175,18,5,56,49,100,0,1020.2,347,388,388.00,4210,884,,,77,387,24,21,422,,6,15,3.06,3.42,3.42,3.60,1.25,24.27
1105,박철순,1956년 03월 12일,우투우타,부산동광초-경남중-배명고-연세대,82 OB 창단 멤버,13시즌,P,231,133,98,105,29,7,76,53,20,0,1050.1,344,401,401.00,4338,908,,,43,391,30,10,648,,0,31,2.95,3.44,3.44,3.03,1.24,23.95
1106,선우대영,1957년 09월 12일,좌투좌타,성남중-서울고-중앙대,82 OB 창단 멤버,2시즌,P,44,32,12,16,11,2,11,12,1,0,234.2,94,109,109.00,974,236,,,21,59,10,2,103,,1,4,3.61,4.18,4.18,3.41,1.26,3.95
1107,유종겸,1956년 09월 14일,좌투좌타,장충중-장충고-중앙대,82 MBC 창단 멤버,9시즌,P,269,107,162,100,25,3,57,57,15,0,1039.1,370,439,439.00,4363,933,,,67,419,37,9,497,,1,29,3.20,3.80,3.80,3.46,1.30,14.70
1108,이길환,1959년 07월 15일,우언우타,선린고,82 MBC 창단 멤버,9시즌,P,151,85,66,57,20,7,44,31,4,0,683.0,280,338,338.00,2902,700,,,48,202,40,9,225,,6,6,3.69,4.45,4.45,3.67,1.32,6.42
1109,정순명,1954년 06월 30일,우투우타,충암고-한양대,82 MBC 창단 멤버,4시즌,P,53,34,19,10,1,0,11,15,1,0,193.0,100,125,125.00,867,211,,,20,90,14,1,78,,3,6,4.66,5.83,5.83,4.41,1.56,-0.34
1110,천창호,1954년 02월 13일,우투우타,경남고-경희대,82 롯데 창단 멤버,8시즌,P,168,40,128,61,10,1,21,30,3,0,494.0,217,255,255.00,2109,526,,,54,138,25,15,228,,2,0,3.95,4.65,4.65,3.66,1.34,5.15
1111,하기룡,1955년 05월 08일,우투우타,배재고,82 MBC 창단 멤버,7시즌,P,181,82,99,100,28,9,50,43,16,0,817.0,261,322,322.00,3399,750,,,35,266,49,22,334,,4,21,2.88,3.55,3.55,3.09,1.24,14.46
1112,황규봉,1953년 04월 24일,우투우타,경상중-경북고-고려대,82 삼성 창단 멤버,5시즌,P,155,70,85,81,20,4,48,29,24,0,676.0,231,278,278.00,2751,640,,,41,152,29,11,256,,3,13,3.08,3.70,3.70,3.06,1.17,14.35
1113,강철원,1958년 01월 27일,우언우타,동대문상고,82 OB 창단 멤버,5시즌,P,39,22,17,15,4,0,9,4,0,0,129.0,72,74,74.00,564,136,,,17,55,11,0,41,,2,2,5.02,5.16,5.16,4.84,1.48,1.11
1114,계형철,1953년 04월 03일,우투우타,동인천중-중앙고-중앙대,82 OB 창단 멤버,10시즌,P,254,208,46,70,40,8,69,89,9,0,1286.2,491,586,586.00,5454,1167,,,73,575,46,9,548,,6,37,3.43,4.10,4.10,3.68,1.35,17.59
1115,성낙수,1957년 08월 12일,우투우타,경북고-경희대,82 삼성 창단 멤버,5시즌,P,71,27,44,32,5,0,11,11,2,0,242.0,97,111,111.00,999,248,,,29,51,13,2,103,,1,4,3.61,4.13,4.13,3.69,1.24,4.18
1116,이선희,1955년 02월 14일,좌투좌타,경상중-경북고,82 삼성 창단 멤버,6시즌,P,133,76,57,39,11,5,28,36,3,0,539.2,201,243,243.00,2293,506,,,42,236,31,8,234,,0,14,3.35,4.05,4.05,3.85,1.37,8.64
1117,황태환,1952년 08월 06일,좌투좌타,한양대,82 OB 창단 멤버,8시즌,P,199,25,174,102,4,1,21,29,26,0,518.1,213,246,246.00,2182,498,,,52,195,23,10,239,,2,9,3.70,4.27,4.27,3.81,1.34,5.89
1118,감사용,1957년 03월 23일,좌투좌타,마산고,82 삼미 창단 멤버,5시즌,P,61,16,45,26,1,0,1,15,1,0,182.0,123,136,136.00,828,238,,,32,59,5,5,47,,0,6,6.08,6.73,6.73,5.08,1.63,-1.31
1119,강만식,1957년 02월 15일,우투우타,광주제일고-고려대,82 해태 창단 멤버,8시즌,P,151,109,42,41,16,3,41,37,3,0,679.2,284,340,340.00,2879,670,,,65,213,50,7,292,,4,6,3.76,4.50,4.50,3.73,1.30,8.06
1120,김덕열,1955년 04월 23일,우투우타,용마고,82 롯데 창단 멤버,3시즌,P,28,8,20,13,1,0,1,5,0,0,84.0,45,50,50.00,372,94,,,12,36,5,4,38,,0,4,4.82,5.36,5.36,4.54,1.55,0.67
1121,김문희,1955년 03월 23일,우투우타,부산중-부산고-동아대,82 롯데 창단 멤버,4시즌,P,78,48,30,26,10,1,12,24,0,0,305.1,137,166,166.00,1324,343,,,30,107,12,8,77,,3,2,4.04,4.89,4.89,4.14,1.47,2.33
1122,김시철,1958년 11월 24일,우투우타,-,82 MBC 창단 멤버,1시즌,P,2,2,0,0,0,0,1,0,0,0,5.2,2,2,2.00,25,2,,,0,9,0,0,0,,0,1,3.18,3.18,3.18,7.62,1.94,0.19
1123,김재현,1959년 03월 03일,우투우타,동산고,82 삼미 창단 멤버,5시즌,P,100,41,59,44,3,0,12,30,1,0,381.2,222,264,264.00,1711,477,,,34,124,18,8,133,,1,7,5.23,6.23,6.23,3.84,1.57,-1.32
1124,김현홍,1956년 02월 13일,우투우타,선린고,82 OB 창단 멤버,2시즌,P,25,6,19,12,1,1,2,1,1,0,73.0,30,37,37.00,321,79,,,7,38,1,0,22,,0,1,3.70,4.56,4.56,4.53,1.60,0.91
1125,노상수,1958년 05월 05일,우언우타,부산동성중-부산상고-고려대,82 롯데 창단 멤버,8시즌,P,176,83,93,79,23,4,35,46,12,0,691.0,318,369,369.00,2953,733,,,62,201,40,12,315,,5,9,4.14,4.81,4.81,3.58,1.35,6.61
1126,박경호,1951년 01월 15일,우투우타,동산고-인하대,82 삼미 창단 멤버,1시즌,P,12,4,8,3,0,0,0,1,0,0,22.2,17,20,20.00,107,29,,,3,15,1,0,5,,4,2,6.75,7.94,7.94,5.91,1.94,-0.30
1127,박석채,1957년 08월 26일,우투우타,-,82 MBC 창단 멤버,2시즌,P,17,6,11,5,1,0,2,1,0,0,46.2,27,30,30.00,210,47,,,5,26,2,0,22,,3,6,5.21,5.79,5.79,4.57,1.56,0.18
1128,방기만,1954년 05월 15일,우투우타,성남고-건국대,82 롯데 2차 2라운드 9순위,1시즌,P,8,1,7,4,0,0,0,0,0,0,17.1,12,16,16.00,90,26,,,1,13,1,2,4,,1,1,6.23,8.31,8.31,4.95,2.25,-0.25
1129,오문현,1953년 02월 13일,우언우타,대구대건고-영남대,82 삼미 스카우트,6시즌,P,74,25,49,28,1,0,7,20,0,0,249.0,157,174,174.00,1108,292,,,42,88,33,0,57,,2,3,5.67,6.29,6.29,5.48,1.53,-1.29
1130,이광권,1954년 06월 28일,우투우타,영랑초-성남중-경기상고,82 MBC 창단 멤버,4시즌,P,70,44,26,24,6,1,15,12,2,0,276.2,96,123,123.00,1153,265,,,19,102,17,1,107,,3,7,3.12,4.00,4.00,3.69,1.33,4.22
1131,이진우,1956년 03월 18일,좌투좌타,철도고,82 롯데 2차 3라운드 12순위,6시즌,P,124,45,79,33,2,0,10,24,6,0,329.0,171,210,210.00,1472,340,,,37,192,15,4,177,,3,18,4.68,5.74,5.74,4.40,1.62,-0.27
1132,인호봉,1958년 03월 04일,우투우타,상인천중-인천고-인하대,82 삼미 창단 멤버,4시즌,P,60,15,45,31,3,0,6,12,2,0,194.0,130,169,169.00,903,209,,,28,126,26,2,60,,1,5,6.03,7.84,7.84,5.94,1.73,-2.71
1133,차준섭,1956년 10월 16일,우투우타,휘문고-한양대,82 MBC 창단 멤버,3시즌,P,17,6,11,6,0,0,3,1,0,0,43.0,29,34,34.00,192,56,,,5,11,4,1,26,,0,0,6.07,7.12,7.12,3.53,1.56,-0.14
1134,최옥규,1953년 07월 17일,우투우타,부산상고-고려대,82 롯데 창단 멤버,1시즌,P,13,3,10,7,0,0,0,2,1,0,47.2,26,36,36.00,221,63,,,5,26,2,1,31,,1,2,4.91,6.80,6.80,4.08,1.87,-0.21
1135,한상연,1964년 08월 27일,우투우타,춘천고,82 OB 창단 멤버,1시즌,P,7,2,5,3,0,0,0,1,0,0,12.1,8,10,10.00,53,12,,,2,5,1,0,2,,0,2,5.84,7.30,7.30,5.73,1.38,-0.11
1173,김시진,1958년 03월 20일,우투우타,포항중-대구상고-한양대,83 삼성 1차,10시즌,P,273,205,68,115,67,16,124,73,16,0,1577.0,547,620,620.00,6601,1302,,,82,755,83,21,931,,3,41,3.12,3.54,3.54,3.33,1.30,35.94
1174,오영일,1960년 02월 06일,우투우타,배명중-배명고-인하대,83 MBC 1차,8시즌,P,215,124,91,94,34,2,62,64,10,0,1043.0,413,471,471.00,4461,1093,,,60,366,46,9,371,,4,16,3.56,4.06,4.06,3.53,1.40,10.47
1175,임호균,1956년 03월 26일,우투우타,인천고-동아대,83 삼미 1차,8시즌,P,154,120,34,60,40,3,44,56,3,0,849.0,313,370,370.00,3605,848,,,46,357,22,15,252,,1,20,3.32,3.92,3.92,3.71,1.42,11.92
1176,장명부,1950년 12월 27일,우투우타,-,83 삼미 자유계약,4시즌,P,172,121,51,111,65,8,55,79,18,0,1043.1,413,495,495.00,4396,1083,,,73,313,43,23,541,,3,16,3.56,4.27,4.27,2.92,1.34,11.50
1177,장호연,1960년 05월 05일,우투우타,충암고-동국대,83 OB 1차,13시즌,P,346,230,116,155,79,16,109,110,17,0,1805.0,653,788,788.00,7532,1680,,,100,627,86,16,625,,5,25,3.26,3.93,3.93,3.75,1.28,27.22
1178,주동식,1948년 08월 23일,우언우타,-,83 해태 자유계약,2시즌,P,48,31,17,20,7,4,13,12,3,0,226.2,71,83,83.00,932,207,,,18,59,12,7,83,,0,1,2.82,3.30,3.30,3.28,1.17,5.64
1179,이원국,1949년 05월 10일,우투우타,중앙중-중앙고-고려대,83 MBC 자유계약,1시즌,P,8,7,1,1,1,0,1,1,0,0,38.2,19,25,25.00,171,46,,,1,14,2,0,6,,1,0,4.42,5.82,5.82,3.55,1.55,-0.40
1180,김상기,1961년 03월 03일,좌투좌타,인천고-인하대,83 삼미 1차,4시즌,P,26,7,19,12,2,0,2,5,0,0,62.1,34,39,39.00,273,64,,,8,30,5,0,17,,2,0,4.91,5.63,5.63,4.98,1.51,-0.15
1181,김현재,1956년 06월 04일,좌투좌타,휘문고-고려대,83 해태 2차 1라운드 4순위,2시즌,P,14,1,13,5,1,0,1,0,0,0,31.0,13,23,23.00,157,40,,,4,22,2,0,10,,0,1,3.77,6.68,6.68,5.50,2.00,-0.23
1182,박동경,1964년 03월 03일,우투우타,서울고,83 해태 2차 2라운드 5순위,4시즌,P,34,9,25,17,1,0,1,3,0,0,92.1,50,55,55.00,415,106,,,6,50,6,0,24,,1,4,4.87,5.36,5.36,4.66,1.69,0.29
1183,박정후,1959년 12월 22일,좌투좌타,경남고-동아대,83 롯데 1차,3시즌,P,50,29,21,17,2,0,5,14,1,0,183.0,94,102,102.00,801,177,,,13,110,17,1,75,,3,16,4.62,5.02,5.02,4.39,1.57,1.08
1184,배경환,1956년 07월 08일,우투우타,경남고-연세대,83 롯데 1차,8시즌,P,161,81,80,56,15,4,28,31,8,0,609.2,242,294,294.00,2596,643,,,47,165,19,7,231,,3,11,3.57,4.34,4.34,3.37,1.33,6.51
1185,신계석,1960년 09월 05일,우투우타,경기고-경희대,83 MBC 1차,1시즌,P,1,1,0,0,0,0,0,0,0,0,2.0,2,3,3.00,13,5,,,0,1,0,0,0,,0,0,9.00,13.50,13.50,3.90,3.00,-0.09
1186,양일환,1961년 06월 10일,우언우타,대구중-대구상고-건국대,83 삼성 1차,7시즌,P,139,71,68,51,15,3,31,32,5,0,565.1,257,298,298.00,2413,530,,,48,238,45,15,190,,3,6,4.09,4.74,4.74,4.13,1.36,5.80
1187,엄평재,1960년 10월 24일,우투우타,-,83 해태 신고선수,1시즌,P,13,1,12,9,0,0,0,2,0,0,33.0,20,25,25.00,147,34,,,4,16,3,0,12,,0,2,5.45,6.82,6.82,4.67,1.52,-0.31
1188,유종천,1956년 03월 25일,우언우타,성균관대,83 삼미 2차 2라운드 7순위,1시즌,P,5,5,0,1,1,0,1,2,0,0,17.0,15,16,16.00,89,24,,,0,14,2,0,7,,0,0,7.94,8.47,8.47,4.24,2.24,-0.39
1189,정선두,1959년 06월 06일,우투우타,장충고,83 OB 1차,4시즌,P,39,8,31,21,1,1,4,4,0,0,97.0,36,50,50.00,412,101,,,9,35,2,0,17,,0,4,3.34,4.64,4.64,4.24,1.40,0.73
1190,정성만,1955년 10월 10일,좌투좌타,성균관대,82 삼미 신고선수,5시즌,P,98,62,36,32,17,1,19,38,4,0,448.1,242,272,272.00,1989,493,,,56,202,17,3,173,,3,12,4.86,5.46,5.46,4.45,1.55,-0.49
1191,최동원,1958년 05월 24일,우투우타,부산구덕초-경남중-경남고-연세대,83 롯데 1차,8시즌,P,248,124,124,185,81,15,103,74,26,0,1414.2,387,478,478.00,5730,1248,,,70,372,47,15,1019,,2,20,2.46,3.04,3.04,2.18,1.15,36.98
1192,황기선,1958년 06월 02일,우언우타,-,83 해태 자유계약,5시즌,P,87,12,75,47,2,0,8,12,2,0,251.1,106,141,141.00,1077,229,,,17,103,20,9,123,,3,9,3.80,5.05,5.05,3.39,1.32,0.98
1218,김일융,1951년 05월 11일,좌투좌타,-,83 삼성 자유선발,3시즌,P,91,70,21,48,32,8,54,20,3,0,586.2,165,202,202.00,2400,511,,,28,200,13,14,322,,1,10,2.53,3.10,3.10,2.67,1.21,15.01
1219,최계훈,1961년 06월 06일,우투우타,인천고-인하대,84 삼미 1차,3시즌,P,86,44,42,52,20,2,20,28,11,0,415.1,166,197,197.00,1782,402,,,34,177,17,5,215,,3,5,3.60,4.27,4.27,3.49,1.39,3.42
1220,안창완,1961년 12월 05일,좌투좌타,부산고-건국대,84 롯데 1차,8시즌,P,140,26,114,33,0,0,8,12,6,0,278.2,119,138,138.00,1230,295,,,25,143,6,1,136,,5,7,3.84,4.46,4.46,4.20,1.57,3.26
1221,조용철,1965년 08월 22일,우투우타,경남고,84 롯데 1차,2시즌,P,7,0,7,6,0,0,0,0,0,0,9.1,8,10,10.00,47,17,,,0,5,0,0,4,,1,0,7.71,9.64,9.64,3.04,2.36,-0.28
1222,권기홍,1961년 07월 12일,좌투좌타,대구수창초-경상중-대구상고-건국대,84 삼성 1차,5시즌,P,21,6,15,6,0,0,0,6,0,0,51.2,45,51,51.00,250,76,,,11,22,3,1,20,,1,2,7.84,8.88,8.88,5.56,1.90,-1.13
1223,김봉근,1961년 03월 13일,우투우타,고려대,84 MBC 1차,8시즌,P,128,75,53,49,19,2,21,40,4,0,590.2,248,290,290.00,2462,623,,,57,138,20,8,194,,4,2,3.78,4.42,4.42,3.69,1.29,4.80
1224,김재열,1961년 04월 25일,우투우타,부산고-동아대,2순위,4시즌,P,53,14,39,29,1,0,4,10,2,0,166.0,74,95,95.00,729,179,,,15,73,13,1,48,,0,8,4.01,5.15,5.15,4.38,1.52,0.17
1225,문희수,1965년 03월 15일,우투우타,광주서석초-충장중-광주제일고,84 해태 1차,12시즌,P,241,126,115,87,17,5,59,49,13,0,943.1,386,447,447.00,4031,912,,,57,345,40,7,439,,5,13,3.68,4.26,4.26,3.60,1.33,13.15
1226,박덕용,1956년 11월 07일,좌투좌타,-,재일교포 자유계약,1시즌,P,6,4,2,1,0,0,1,2,0,0,19.0,11,11,11.00,82,20,,,4,7,0,0,4,,0,0,5.21,5.21,5.21,5.55,1.42,0.02
1227,윤석환,1961년 07월 17일,좌투좌타,봉천초-선린중-선린고-성균관대,84 OB 1차 4순위,8시즌,P,235,39,196,131,4,2,43,27,49,0,632.2,242,265,265.00,2654,628,,,58,227,13,13,293,,3,9,3.44,3.77,3.77,3.66,1.35,9.89
1228,이문한,1961년 07월 03일,좌투좌타,대신초-대신중-부경고-동국대,8순위,6시즌,P,105,25,80,30,2,0,9,9,3,0,271.0,124,133,133.00,1160,236,,,33,138,7,4,105,,1,4,4.12,4.42,4.42,4.86,1.38,3.69
1229,전용권,1961년 04월 12일,우투우타,대구고-한양대,84 삼성 1차,7시즌,P,70,12,58,30,1,1,5,9,3,0,168.2,99,106,106.00,751,197,,,13,70,9,4,35,,1,4,5.28,5.66,5.66,4.48,1.58,0.33
1230,조도연,1961년 08월 06일,좌투좌타,군산상고-원광대,84 해태 1차,5시즌,P,91,34,57,26,3,0,8,15,4,0,290.0,126,145,145.00,1244,303,,,25,102,11,2,120,,0,13,3.91,4.50,4.50,3.66,1.40,2.85
1231,진동한,1961년 06월 04일,우투우타,경북고-고려대,84 삼성 1차,8시즌,P,165,82,83,52,9,3,34,32,9,0,598.1,274,318,318.00,2613,627,,,51,248,30,13,181,,2,5,4.12,4.78,4.78,4.34,1.46,7.28
1232,최일언,1961년 07월 27일,우투우타,-,84 OB 재일교포 자유계약,9시즌,P,240,124,116,91,31,9,78,57,11,0,1115.1,356,422,422.00,4673,942,,,34,541,39,13,556,,3,30,2.87,3.41,3.41,3.33,1.33,23.63
1233,김기철,1962년 05월 24일,우투우타,광주상고-원광대,85 해태 1차,1시즌,P,5,0,5,4,0,0,0,0,0,0,7.1,6,7,7.00,37,12,,,2,5,0,0,5,,0,1,7.36,8.59,8.59,6.12,2.32,-0.19
1258,정삼흠,1961년 11월 05일,우투좌타,명지고-고려대,85 MBC 1차 3순위,12시즌,P,388,221,167,179,50,11,106,121,47,0,1894.2,763,855,855.00,8004,1784,,,148,663,127,31,941,,3,33,3.62,4.06,4.06,3.82,1.29,24.76
1259,김용수,1960년 05월 02일,우투우타,홍릉초-동대문중-동대문상고-중앙대,85 MBC 1차 2순위,16시즌,P,613,129,484,439,17,2,126,89,227,1,1831.1,606,694,694.00,7527,1675,,,86,498,61,55,1145,,3,27,2.98,3.41,3.41,2.87,1.19,41.08
1260,김정행,1952년 05월 15일,우투우타,-,11 롯데 재일동포 자유계약,4시즌,P,71,66,5,22,20,8,28,21,0,0,429.1,152,170,170.00,1807,374,,,17,206,15,0,181,,0,7,3.19,3.56,3.56,3.57,1.35,8.05
1261,김준희,1960년 05월 16일,우투우타,대구상고-영남대,84 삼성 1차,3시즌,P,13,1,12,7,0,0,0,0,0,0,22.2,24,24,24.00,117,37,,,1,13,2,0,8,,0,2,9.53,9.53,9.53,4.15,2.21,-0.57
1262,박동수,1961년 06월 12일,우언우타,마산동중-용마고-동아대,85 롯데 1차,9시즌,P,209,89,120,94,21,3,41,48,10,0,810.0,341,403,403.00,3471,879,,,49,188,82,7,392,,3,11,3.79,4.48,4.48,3.19,1.32,8.51
1263,선동열,1963년 01월 10일,우투우타,송정동초-무등중-광주제일고-고려대,85 해태 1차,11시즌,P,367,109,258,308,68,29,146,40,132,0,1647.0,220,274,274.00,6114,968,,,28,342,62,14,1698,,8,27,1.20,1.50,1.50,1.14,0.80,78.84
1264,신태순,1962년 02월 13일,우투우타,광주상고-단국대,85 해태 1차,2시즌,P,22,3,19,11,0,0,0,6,0,0,73.0,32,43,43.00,326,81,,,6,30,5,1,25,,0,2,3.95,5.30,5.30,4.02,1.52,0.25
1265,이충우,1958년 08월 13일,우투우타,용마고,85 롯데 1차,4시즌,P,26,1,25,19,0,0,0,1,0,0,63.0,41,47,47.00,287,83,,,6,17,3,0,25,,0,3,5.86,6.71,6.71,3.66,1.59,-0.57
1266,정은배,1962년 10월 19일,우투우타,인천고-경희대,85 삼미 1차,7시즌,P,100,37,63,46,5,1,10,24,8,0,354.0,181,214,214.00,1568,398,,,32,154,15,9,134,,2,11,4.60,5.44,5.44,4.06,1.56,-0.19
1267,최상주,1962년 08월 07일,좌투좌타,광주제일고-인하대,85 해태 1차,4시즌,P,50,12,38,18,0,0,5,9,0,0,125.1,72,88,88.00,556,139,,,16,53,7,2,41,,0,2,5.17,6.32,6.32,4.66,1.53,-0.60
1268,한오종,1961년 06월 16일,좌투좌타,동대문중-동대문상고-한양대,84 OB 1차,5시즌,P,35,21,14,8,2,1,4,6,0,0,125.0,59,64,64.00,544,118,,,11,69,3,1,63,,1,2,4.25,4.61,4.61,4.35,1.50,1.14
1289,김태원,1964년 01월 28일,우투우타,재동초-휘문중-배재고-성균관대,86 MBC 1차 2순위,12시즌,P,273,210,63,70,36,10,85,77,5,0,1399.2,533,588,588.00,5828,1231,,,83,474,60,17,819,,7,23,3.43,3.78,3.78,3.35,1.22,25.23
1313,김대현,1962년 06월 16일,우투우타,전주고-원광대,86 해태 1차,3시즌,P,80,33,47,27,6,0,16,13,5,0,332.2,139,148,148.00,1396,312,,,32,114,14,3,118,,2,6,3.76,4.00,4.00,4.12,1.28,4.37
1314,김정수,1962년 07월 24일,좌투우타,광주남초-전남중-진흥고-연세대,86 해태 1차,18시즌,P,600,185,415,123,17,5,92,77,34,33,1394.0,508,593,593.00,5907,1128,,,101,641,123,21,1131,,5,43,3.28,3.83,3.83,3.50,1.27,28.62
1315,성준,1962년 09월 25일,좌투좌타,계성초-대구중-경북고-한양대,86 삼성 1차,14시즌,P,301,216,85,63,32,10,97,66,8,0,1405.2,519,581,581.00,5941,1317,,,115,566,44,16,575,,4,22,3.32,3.72,3.72,4.20,1.34,31.75
1316,차동철,1963년 01월 27일,우투우타,광주서림초-전남중-광주제일고-건국대,86 해태 1차,12시즌,P,322,73,249,125,15,7,46,46,27,0,818.1,338,390,390.00,3455,879,,,47,216,42,23,265,,0,14,3.72,4.29,4.29,3.58,1.34,8.69
1317,강상진,1962년 04월 17일,우투우타,전주고-고려대,86 해태 1차,4시즌,P,27,4,23,9,1,0,1,5,0,0,72.0,54,59,59.00,340,81,,,5,50,5,1,23,,0,5,6.75,7.38,7.38,4.95,1.82,-1.20
1318,기세봉,1960년 02월 01일,우투우타,충암고,84 OB 1차 6순위,1시즌,P,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.00,3,1,,,0,0,0,0,0,,0,0,0.00,0.00,0.00,2.32,1.00,0.06
1319,김건우,1963년 08월 30일,우투우타,봉천초-선린중-선린고-한양대,86 MBC 1차 1순위,6시즌,P,94,62,32,29,15,3,36,19,3,0,485.2,147,173,173.00,1997,443,,,18,151,20,3,197,,5,5,2.72,3.21,3.21,3.07,1.22,10.81
1320,김기태,1952년 10월 16일,우투우타,-,86 청보 자유계약,2시즌,P,59,27,32,36,11,2,16,19,5,0,270.1,112,130,130.00,1164,247,,,20,114,29,10,155,,0,9,3.73,4.33,4.33,3.43,1.34,2.23
1321,김신부,1963년 07월 06일,우투우타,-,86 청보 자유계약,5시즌,P,131,83,48,40,16,5,32,36,5,0,599.0,248,286,286.00,2556,607,,,35,176,66,17,197,,3,3,3.73,4.30,4.30,3.66,1.31,5.95
1322,김연철,1958년 03월 20일,우투우타,동국대,86 빙그레 2차,3시즌,P,41,16,25,23,6,0,5,12,0,0,169.1,78,92,92.00,711,201,,,15,38,7,0,35,,1,1,4.15,4.89,4.89,3.87,1.41,0.64
1323,김훈기,1962년 07월 25일,우언우타,대구상고-영남대,86 삼성 1차,4시즌,P,64,24,40,35,10,3,19,12,6,0,256.2,98,114,114.00,1093,241,,,16,90,14,7,87,,2,0,3.44,4.00,4.00,3.85,1.29,4.73
1324,민문식,1961년 11월 26일,우투우타,세광중-세광고-동국대,85 빙그레 1차,2시즌,P,11,4,7,5,0,0,1,2,0,0,21.2,11,13,13.00,96,23,,,4,11,0,0,8,,0,1,4.57,5.40,5.40,5.27,1.57,-0.08
1325,박형열,1967년 11월 13일,좌투좌타,서울고,86 OB 1차,4시즌,P,42,8,34,15,1,1,3,5,1,0,106.0,48,53,53.00,460,96,,,5,59,3,1,40,,1,5,4.08,4.50,4.50,4.28,1.46,1.09
1326,손문곤,1965년 01월 29일,우투우타,광주상고,86 빙그레 신고선수,6시즌,P,93,27,66,38,4,1,5,16,1,0,280.0,183,202,202.00,1266,327,,,23,135,12,1,99,,1,9,5.88,6.49,6.49,4.35,1.65,-1.09
1327,신동수,1966년 10월 01일,좌투좌타,광주학강초-무등중-광주상고,86 해태 1차,13시즌,P,343,115,228,86,15,7,55,39,14,0,958.1,374,411,411.00,3986,923,,,90,288,19,17,467,,2,15,3.51,3.86,3.86,3.76,1.26,18.46
1328,예병준,1962년 03월 12일,우투우타,동대문상고,85 MBC 1차,5시즌,P,52,16,36,23,2,0,2,11,0,0,153.0,90,102,102.00,708,199,,,13,65,9,3,43,,1,6,5.29,6.00,6.00,4.53,1.73,-0.75
1329,오명록,1962년 04월 06일,우투우타,부경고-동아대,86년 1차 4순위 신인지명,5시즌,P,81,36,45,28,8,2,17,21,4,0,311.1,131,151,151.00,1340,301,,,24,140,7,1,173,,3,9,3.79,4.37,4.37,3.68,1.42,3.69
1330,윤학길,1961년 07월 04일,우투우타,부산동성중-부산상고-연세대,86 롯데 1차지명,12시즌,P,308,231,77,155,100,20,117,94,10,0,1863.2,689,780,780.00,7698,1851,,,103,487,41,20,916,,2,37,3.33,3.77,3.77,3.18,1.25,39.00
1331,이우상,1958년 11월 29일,좌투좌타,경남고-연세대,86 청보 2차,1시즌,P,6,0,6,1,0,0,0,0,0,0,9.1,6,6,6.00,48,11,,,1,8,0,0,3,,0,0,5.79,5.79,5.79,5.45,2.04,-0.13
