Id,Name,Birthdate,Handedness,School,Draft,Year,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
2292,김장준,1982년 05월 11일,우투우타,서울고,01 SK 2차 8라운드 66순위,2시즌,P,12,0,12,6,0,0,0,0,0,1,22.0,16,16,16.00,104,28,,,3,11,4,1,16,,0,2,6.55,6.55,6.55,5.06,1.77,-0.07
2293,김주용,1980년 01월 17일,우투우타,성남고-고려대,99 롯데 2차 6라운드 41순위,1시즌,P,3,0,3,2,0,0,0,0,0,0,6.1,5,5,5.00,33,9,,,0,3,1,0,2,,0,1,7.11,7.11,7.11,4.34,1.89,-0.05
2294,김진유,1979년 07월 01일,좌투좌타,국외,03 LG 자유계약,2시즌,P,6,0,6,4,0,0,0,0,0,0,6.1,3,6,6.00,36,8,,,1,9,1,0,2,,0,1,4.26,8.53,8.53,9.19,2.68,-0.11
2295,라이언,1974년 11월 01일,우투우타,-,03 삼성 자유선발,1시즌,P,15,10,5,4,0,0,1,3,1,0,57.1,32,33,33.00,250,65,,,5,16,3,0,28,,0,1,5.02,5.18,5.18,4.02,1.41,0.59
2296,바워스,1971년 07월 27일,우투우타,-,03 현대 자유선발,1시즌,P,24,22,2,1,0,0,13,4,1,1,143.2,48,58,58.00,601,145,,,12,46,9,0,85,,0,5,3.01,3.63,3.63,3.88,1.33,4.11
2297,박만채,1978년 08월 02일,우투우타,휘문고-건국대,97 LG 고졸우선 지명 2,4시즌,P,32,6,26,11,0,0,3,1,1,0,69.0,32,37,37.00,307,83,,,7,23,7,1,44,,0,2,4.17,4.83,4.83,4.24,1.54,0.87
2298,스미스,1972년 11월 07일,우투우타,-,03 SK 자유선발,1시즌,P,30,27,3,2,1,1,7,10,0,0,152.0,71,84,84.00,662,157,,,9,61,9,1,82,,1,4,4.20,4.97,4.97,3.94,1.43,1.55
2299,신동민,1980년 03월 14일,우언우타,성남고-경남대,99 현대 2차 5라운드 40순위,2시즌,P,10,0,10,3,0,0,2,1,0,0,14.0,10,12,12.00,65,18,,,4,5,2,0,12,,0,0,6.43,7.71,7.71,6.01,1.64,-0.04
2300,에스트라다,1975년 10월 19일,좌투좌타,-,03 한화 자유선발,1시즌,P,7,6,1,1,1,1,1,3,0,0,36.1,19,22,22.00,157,30,,,9,13,7,1,26,,1,1,4.71,5.45,5.45,5.96,1.18,0.32
2301,이경민,1984년 07월 31일,우투우타,마산고,03 LG 2차 4라운드 27순위,1시즌,P,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.00,3,0,,,0,0,0,0,0,,0,0,0.00,0.00,0.00,3.18,0.00,0.08
2302,이리키,1967년 06월 03일,우투우타,-,03 두산 자유선발,1시즌,P,39,20,19,23,5,1,7,11,5,0,159.0,66,68,68.00,676,155,,,17,53,9,3,87,,0,2,3.74,3.85,3.85,4.23,1.31,3.68
2303,이준,1977년 07월 17일,좌투좌타,건국대,03 삼성 신고선수,1시즌,P,1,0,1,0,0,0,0,0,0,0,1.2,1,1,1.00,7,3,,,0,0,0,0,1,,0,0,5.40,5.40,5.40,1.68,1.80,0.01
2323,김무학,1985년 09월 04일,우투우타,경주고,04 두산 2차 9라운드 59순위,1시즌,P,1,0,1,1,0,0,0,0,0,0,2.0,2,2,2.00,10,3,,,0,1,1,0,0,,0,0,9.00,9.00,9.00,6.48,2.00,-0.04
2324,김수훈,1980년 07월 10일,우투우타,배명고-탐라대,04 두산 2차 6라운드 43순위,1시즌,P,1,0,1,0,0,0,0,0,0,0,1.0,3,3,3.00,7,4,,,1,0,0,0,0,,0,0,27.00,27.00,27.00,15.28,4.00,-0.06
2325,김종민,1981년 06월 30일,좌투좌타,성남고-탐라대,04 SK 육성선수,3시즌,P,3,0,3,0,0,0,0,0,0,0,1.1,4,5,5.00,11,6,,,2,1,0,0,0,,0,0,27.00,33.75,33.75,5.63,5.25,0.06
2326,마뇽,1973년 06월 10일,우투우타,-,04 KIA 자유선발,1시즌,P,34,26,8,4,1,1,8,9,0,1,155.1,72,76,76.00,672,156,,,15,63,9,0,83,,0,1,4.17,4.40,4.40,4.63,1.41,2.60
2327,박강우,1980년 07월 19일,우투우타,광주동성고-성균관대,04 KIA 2차 6라운드 45순위,1시즌,P,1,0,1,1,0,0,0,0,0,0,1.0,1,1,1.00,6,2,,,0,1,1,0,0,,0,0,9.00,9.00,9.00,9.58,3.00,-0.02
2328,박권수,1985년 08월 12일,우투우타,안산공고,04 SK 1차,1시즌,P,1,0,1,0,0,0,0,0,0,0,0.2,0,0,0.00,2,0,,,0,0,0,0,0,,0,0,0.00,0.00,0.00,3.38,0.00,0.05
2329,박창근,1983년 02월 25일,우투우타,경기고,02 SK 2차 1라운드 3순위,1시즌,P,14,0,14,11,0,0,0,1,0,0,24.1,17,18,18.00,107,31,,,4,4,1,0,12,,0,0,6.29,6.66,6.66,4.74,1.44,-0.09
2330,손용수,1979년 06월 16일,우투우타,휘문고-고려대,98 롯데 2차 4라운드 25순위,1시즌,P,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0.00,8,0,,,0,2,1,0,0,,0,0,0.00,0.00,0.00,8.03,1.00,0.15
2331,유영민,1982년 03월 01일,우투우타,광주제일고,2차지명 16번(한화),1시즌,P,2,0,2,0,0,0,0,0,0,0,2.0,2,2,2.00,8,2,,,0,0,0,0,1,,0,0,9.00,9.00,9.00,2.13,1.00,-0.03
2332,이경민,1985년 03월 07일,우투우타,구암초-영남중-경동고,04 두산 2차 2라운드 12순위,2시즌,P,3,0,3,3,0,0,0,0,0,0,7.2,3,3,3.00,31,7,,,1,4,0,0,5,,0,1,3.52,3.52,3.52,4.96,1.43,0.24
2333,이원희,1985년 07월 15일,우투우타,양정초-개성중-부산고,04 두산 2차 1라운드 4순위,4시즌,P,51,2,49,22,0,0,3,3,0,2,64.0,30,31,31.00,285,70,,,8,30,5,0,41,,0,2,4.22,4.36,4.36,4.76,1.56,2.42
2334,카브레라,1972년 03월 24일,우투우타,-,04 SK 자유선발,4시즌,P,126,15,111,95,0,0,8,11,53,0,193.1,82,94,94.00,828,172,,,14,84,13,7,174,,3,4,3.82,4.38,4.38,3.34,1.32,2.95
2335,쿠퍼,1974년 08월 19일,우투우타,-,04 LG 자유선발,1시즌,P,15,12,3,2,0,0,4,4,0,1,60.2,32,35,35.00,266,66,,,8,25,4,1,31,,0,0,4.75,5.19,5.19,5.10,1.50,0.55
2336,피어리,1969년 12월 09일,우투우타,-,04 현대 자유선발,1시즌,P,28,28,0,0,0,0,16,6,0,0,181.2,67,73,73.00,759,166,,,24,61,9,0,130,,1,1,3.32,3.62,3.62,4.35,1.25,5.12
2337,호지스,1973년 06월 24일,우투우타,-,04 삼성 자유선발,1시즌,P,30,27,3,2,0,0,9,10,0,0,163.1,77,91,91.00,719,158,,,15,81,21,1,123,,1,9,4.24,5.01,5.01,4.50,1.46,1.83
2338,후타도,1970년 02월 01일,우투우타,-,04 LG 자유선발,1시즌,P,6,6,0,0,0,0,0,4,0,0,28.0,18,24,24.00,138,36,,,1,21,2,2,13,,1,1,5.79,7.71,7.71,4.97,2.04,-0.30
2346,이상현,1981년 04월 05일,우투우타,춘천고,00 현대 1차,1시즌,P,11,0,11,7,0,0,0,0,0,0,16.1,8,9,9.00,76,17,,,2,8,3,0,14,,0,2,4.41,4.96,4.96,4.85,1.53,0.18
2353,강관식,1981년 04월 12일,좌투좌타,공주고-성균관대,00 롯데 2차 7라운드,1시즌,P,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.00,1,1,,,0,0,0,0,0,,0,0,,,,,99.99,
2354,그레이싱어,1975년 07월 29일,우투우타,-,05 KIA 자유선발,2시즌,P,43,42,1,3,2,0,20,18,0,0,263.2,96,103,103.00,1073,223,,,16,63,20,0,222,,0,6,3.28,3.52,3.52,2.78,1.08,6.02
2355,랜들,1977년 02월 15일,우투우타,-,05 두산 자유선발,4시즌,P,116,113,3,3,3,3,49,32,0,0,657.0,249,263,263.00,2801,646,,,63,209,44,9,467,,2,11,3.41,3.60,3.60,3.81,1.30,15.42
2356,바르가스,1977년 02월 22일,우투우타,-,05 삼성 자유선발,1시즌,P,26,26,0,0,0,0,10,8,0,0,128.0,72,78,78.00,561,120,,,12,63,7,0,66,,1,10,5.06,5.48,5.48,4.97,1.43,0.74
2357,블랭크,1976년 04월 05일,좌투좌타,-,05 KIA 자유선발,1시즌,P,20,18,2,0,0,0,4,4,0,0,93.0,44,47,47.00,403,85,,,16,41,6,1,45,,0,2,4.26,4.55,4.55,5.81,1.35,1.51
2358,산체스,1974년 10월 11일,좌투좌타,-,05 SK 자유선발,1시즌,P,14,14,0,0,0,0,4,4,0,0,65.2,45,46,46.00,298,72,,,11,36,4,0,51,,0,8,6.17,6.30,6.30,5.38,1.64,-0.20
2359,서민욱,1982년 01월 09일,우언우타,양천중-청주기공고-영남대,05 한화 신고선수,3시즌,P,26,0,26,5,0,0,0,1,1,1,31.1,10,10,10.00,130,29,,,2,10,1,1,19,,0,0,2.87,2.87,2.87,3.33,1.24,0.89
2360,손기현,1981년 03월 03일,우투우타,도산초-구미중-경주고-건국대,00 LG 2차 10라운드,1시즌,P,4,0,4,1,0,0,0,0,0,0,3.0,2,2,2.00,14,2,,,1,1,2,0,3,,1,0,6.00,6.00,6.00,8.01,1.00,0.00
2361,손상정,1982년 04월 07일,우투우타,청주석교초-세광중-세광고-원광대,05 LG 2차 2라운드 11순위,1시즌,P,6,0,6,1,0,0,0,0,0,0,6.1,2,2,2.00,25,5,,,0,2,0,0,2,,0,0,2.84,2.84,2.84,3.63,1.11,0.23
2362,스미스,1969년 10월 21일,우투우타,-,05 두산 자유선발,1시즌,P,16,16,0,0,0,0,4,6,0,0,95.0,48,54,54.00,424,115,,,5,37,6,3,45,,0,8,4.55,5.12,5.12,4.19,1.60,0.88
2363,이상우,1981년 08월 13일,우투우타,광주제일고-인하대,05 현대 신고선수,1시즌,P,1,0,1,0,0,0,0,0,0,0,0.0,3,3,3.00,4,3,,,1,0,1,0,0,,0,0,99.99,99.99,99.99,,99.99,0.51
2364,장찬,1985년 06월 12일,우투우타,경북고,04 SK 2차 4라운드 27순위,2시즌,P,10,0,10,6,0,0,1,0,0,0,12.1,7,7,7.00,51,11,,,2,5,2,0,9,,0,1,5.11,5.11,5.11,5.06,1.30,0.07
2365,조성민,1973년 04월 05일,우투우타,둔촌초-신일중-신일고-고려대,05 한화 신고선수,3시즌,P,35,8,27,5,0,0,3,4,0,4,69.0,39,44,44.00,331,83,,,5,34,11,2,30,,0,0,5.09,5.74,5.74,4.96,1.70,0.12
2366,차바치,1977년 09월 05일,우투우타,-,05 SK 자유선발,1시즌,P,7,0,7,3,0,0,0,0,0,1,9.0,1,1,1.00,40,8,,,0,5,0,0,5,,0,0,1.00,1.00,1.00,3.78,1.44,0.54
2367,최혁길,1981년 03월 25일,우투우타,강릉고,04 SK 신고선수,1시즌,P,4,0,4,2,0,0,0,0,0,0,3.0,7,7,7.00,19,7,,,0,3,0,0,5,,0,1,21.00,21.00,21.00,2.38,3.33,-0.16
2368,캘러웨이,1975년 05월 13일,우투우타,-,05 현대 자유선발,3시즌,P,70,69,1,1,1,0,32,22,0,0,419.2,166,196,196.00,1805,442,,,24,111,22,0,222,,0,9,3.56,4.20,4.20,3.61,1.32,6.80
2369,크루즈,1972년 09월 13일,우투우타,-,05 SK 자유선발,1시즌,P,15,15,0,0,0,0,7,4,0,0,81.0,27,33,33.00,346,69,,,6,29,8,2,50,,1,4,3.00,3.67,3.67,4.12,1.21,1.88
2370,하리칼라,1971년 07월 15일,우투우타,-,05 삼성 자유선발,3시즌,P,50,49,1,1,1,1,21,17,0,0,272.2,121,142,142.00,1182,312,,,24,75,11,3,125,,0,2,3.99,4.69,4.69,4.03,1.42,2.77
2371,해크먼,1974년 10월 06일,우투우타,-,05 삼성 자유선발,1시즌,P,15,15,0,0,0,0,3,6,0,0,80.2,43,51,51.00,358,78,,,9,37,6,1,57,,0,7,4.80,5.69,5.69,4.62,1.43,0.32
2372,홍성수,1982년 02월 05일,우투우타,서울고-탐라대,05 SK 2차 9라운드 64순위,1시즌,P,1,0,1,1,0,0,0,0,0,0,0.1,0,0,0.00,1,0,,,0,0,0,0,1,,0,0,0.00,0.00,0.00,-4.06,0.00,0.03
2382,강유삼,1981년 07월 25일,우투우타,세광중-세광고-경희대,01 삼성 2차 11라운드 88순위,1시즌,P,1,0,1,0,0,0,0,0,0,0,4.0,2,5,5.00,23,10,,,1,0,0,0,1,,0,1,4.50,11.25,11.25,5.43,2.50,-0.15
2383,김정환,1984년 01월 21일,우투우타,숭의초-동산중-동산고-경남대,06 롯데 2차 2라운드 9순위,2시즌,P,9,0,9,4,0,0,0,0,0,0,14.2,10,11,11.00,70,23,,,0,3,1,0,5,,0,0,6.14,6.75,6.75,3.11,1.77,-0.09
2384,김태환,1985년 03월 30일,우투우타,청원고,05 SK 육성선수,1시즌,P,3,0,3,3,0,0,0,0,0,0,2.1,0,0,0.00,9,2,,,0,0,0,0,0,,0,0,0.00,0.00,0.00,3.08,0.86,0.17
2385,백준영,1982년 05월 18일,좌투좌타,율하초-경상중-경북고-영남대,05 삼성 1차,2시즌,P,4,0,4,4,0,0,0,0,0,0,3.2,0,0,0.00,13,3,,,0,0,0,0,1,,0,0,0.00,0.00,0.00,2.72,0.82,0.27
2386,베로커,1977년 08월 06일,우투우타,-,06 LG 자유선발,1시즌,P,11,9,2,1,1,0,3,4,0,1,53.0,28,28,28.00,238,55,,,3,30,5,0,31,,0,1,4.75,4.75,4.75,4.34,1.60,0.32
2387,브라운,1977년 03월 31일,우투우타,-,06 삼성 자유선발,3시즌,P,65,64,1,1,1,0,24,22,0,0,353.0,138,149,149.00,1484,330,,,28,100,32,2,175,,1,6,3.52,3.80,3.80,4.03,1.22,7.08
2388,세라노,1976년 05월 09일,우투우타,-,06 SK 자유선발,1시즌,P,13,13,0,0,0,0,2,3,0,0,63.1,29,31,31.00,269,50,,,5,26,7,0,58,,0,1,4.12,4.41,4.41,3.35,1.20,0.58
2389,여승현,1982년 06월 11일,우투우타,매송중-한서고,01 LG 2차 2라운드,1시즌,P,2,0,2,1,0,0,0,0,0,0,2.0,0,0,0.00,10,1,,,0,2,0,0,1,,0,0,0.00,0.00,0.00,4.93,1.50,0.14
2390,윤동건,1987년 03월 04일,우투우타,영랑초-설악중-설악고,06 LG 2차 3라운드 19순위,1시즌,P,2,0,2,1,0,0,0,0,0,0,2.0,2,2,2.00,13,3,,,0,4,0,0,1,,0,0,9.00,9.00,9.00,8.03,3.50,-0.05
2391,임재청,1984년 02월 21일,좌투좌타,감천초-경남중-경남고-동아대,02 한화 2차 4라운드 28순위,1시즌,P,8,0,8,0,0,0,0,0,0,2,4.1,4,4,4.00,21,6,,,2,2,1,0,5,,0,0,8.31,8.31,8.31,7.84,1.85,-0.09
2392,정재훈,1981년 05월 06일,우투우타,배명중-배명고-단국대,00 두산 2차 5라운드,2시즌,P,33,0,33,11,0,0,1,1,2,0,35.0,19,20,20.00,151,37,,,4,11,3,1,12,,1,4,4.89,5.14,5.14,4.85,1.37,0.19
2393,카라이어,1977년 12월 21일,우투좌타,-,06 LG 자유선발,1시즌,P,32,3,29,3,0,0,2,6,2,11,52.2,19,21,21.00,215,45,,,3,11,4,2,48,,1,0,3.25,3.59,3.59,2.25,1.06,0.97
2394,텔레마코,1974년 01월 19일,우투우타,-,06 LG 자유선발,1시즌,P,7,7,0,0,0,0,1,3,0,0,25.0,14,18,18.00,109,25,,,4,12,1,0,11,,0,1,5.04,6.48,6.48,5.50,1.48,-0.22
2396,로마노,1972년 03월 03일,우투우타,-,07 SK 자유선발,1시즌,P,32,25,7,4,0,0,12,4,0,0,146.1,60,72,72.00,651,158,,,9,67,5,0,81,,0,3,3.69,4.43,4.43,4.07,1.54,1.68
2398,레이번,1974년 11월 22일,우투우타,-,07 SK 자유선발,2시즌,P,58,58,0,1,1,0,22,11,0,0,318.1,116,129,129.00,1387,296,,,22,151,23,0,166,,0,11,3.28,3.65,3.65,4.54,1.40,7.02
2408,매존,1976년 07월 26일,좌투좌타,-,07 삼성 자유선발,1시즌,P,24,23,1,0,0,0,7,11,0,0,125.0,58,61,61.00,544,130,,,10,45,4,0,76,,1,8,4.18,4.39,4.39,3.85,1.40,1.61
2409,스코비,1979년 09월 01일,우투우타,-,07 KIA 자유선발,2시즌,P,33,31,2,1,0,0,10,15,0,0,182.0,98,104,104.00,807,204,,,17,86,8,6,83,,0,6,4.85,5.14,5.14,4.77,1.59,1.53
2410,세드릭,1978년 02월 10일,좌투좌타,-,07 한화 자유선발,1시즌,P,28,28,0,0,0,0,11,13,0,0,158.1,73,81,81.00,714,143,,,7,104,10,4,140,,0,11,4.15,4.60,4.60,3.67,1.56,1.48
2411,권덕준,1987년 01월 20일,우투우타,경포중-한서고,05 SK 2차 2라운드 15순위,1시즌,P,1,0,1,0,0,0,0,0,0,0,1.2,0,0,0.00,7,0,,,0,2,0,0,1,,0,0,0.00,0.00,0.00,5.42,1.20,0.12
2412,윌슨,1976년 08월 06일,우투우타,-,07 삼성 자유선발,1시즌,P,7,7,0,0,0,0,1,6,0,0,38.0,16,19,19.00,162,41,,,1,11,1,0,9,,0,1,3.79,4.50,4.50,3.90,1.37,0.44
2413,로드리게스,1972년 09월 09일,우투우타,-,07 KIA 자유선발,1시즌,P,30,0,30,3,0,0,0,1,1,10,31.2,11,11,11.00,144,32,,,3,20,3,1,15,,2,0,3.13,3.13,3.13,5.30,1.64,0.84
2414,에서튼,1976년 10월 17일,우투우타,-,07 KIA 자유선발,1시즌,P,6,6,0,0,0,0,2,2,0,0,32.0,15,16,16.00,137,28,,,8,12,0,2,24,,0,2,4.22,4.50,4.50,5.27,1.25,0.38
2415,조순권,1983년 10월 28일,우투우타,관산초-안산중앙중-유신고-한양대,02 현대 1차,2시즌,P,13,0,13,5,0,0,1,0,1,0,11.2,8,8,8.00,53,17,,,2,2,1,0,6,,0,0,6.17,6.17,6.17,4.90,1.63,-0.03
2416,얀,1975년 06월 22일,우투우타,-,08 SK 자유선발,1시즌,P,17,2,15,10,0,0,1,2,6,0,29.1,7,7,7.00,118,24,,,1,8,0,0,17,,1,2,2.15,2.15,2.15,3.32,1.09,1.28
2417,다카쓰,1968년 11월 25일,우투우타,-,08 현대 자유선발,1시즌,P,18,0,18,11,0,0,1,0,8,0,21.0,2,2,2.00,85,16,,,1,5,4,0,18,,0,0,0.86,0.86,0.86,3.27,1.00,1.31
2418,레이어,1977년 08월 03일,우투우타,-,08 두산 자유선발,1시즌,P,12,4,8,6,0,0,0,6,0,0,35.0,22,23,23.00,161,49,,,0,10,3,0,20,,0,0,5.66,5.91,5.91,3.24,1.69,0.06
2419,코르테스,1973년 10월 15일,우투우타,-,08 롯데 자유선발,1시즌,P,13,0,13,12,0,0,2,1,8,0,12.2,4,4,4.00,51,14,,,1,3,0,0,10,,0,1,2.84,2.84,2.84,3.22,1.34,0.43
2422,디아즈,1980년 07월 27일,우투우타,-,08 KIA 자유선발,1시즌,P,12,8,4,1,0,0,0,2,0,0,45.1,15,18,18.00,191,43,,,2,19,4,0,23,,0,3,2.98,3.57,3.57,4.35,1.37,1.02
2423,레이,1974년 11월 27일,우투우타,-,08 SK 자유선발,1시즌,P,5,4,1,0,0,0,1,2,0,0,20.1,15,15,15.00,98,26,,,1,15,0,0,11,,0,2,6.64,6.64,6.64,5.04,2.02,-0.11
2424,쿠비얀,1972년 11월 15일,우투우타,-,08 SK 자유선발,1시즌,P,3,3,0,0,0,0,1,2,0,0,7.0,10,10,10.00,36,8,,,1,8,0,0,3,,0,1,12.86,12.86,12.86,7.69,2.29,-0.25
2425,매클레리,1974년 10월 26일,우투우타,-,08 롯데 자유선발,1시즌,P,19,17,2,2,1,0,5,5,0,0,101.2,52,55,55.00,450,115,,,5,52,4,1,43,,0,5,4.60,4.87,4.87,4.72,1.64,1.15
2426,오버뮬러,1976년 12월 22일,우투우타,-,08 삼성 자유선발,1시즌,P,17,17,0,0,0,0,6,8,0,0,82.0,53,54,54.00,364,92,,,10,29,6,0,49,,0,5,5.82,5.93,5.93,4.80,1.48,0.05
2427,에니스,1979년 10월 17일,우투우타,-,08 삼성 자유선발,1시즌,P,7,6,1,0,0,0,1,3,0,1,29.2,10,11,11.00,125,30,,,3,7,0,0,20,,1,0,3.03,3.34,3.34,3.77,1.25,0.80
2428,리마,1972년 09월 30일,우투우타,-,08 KIA 자유선발,1시즌,P,14,13,1,0,0,0,3,6,0,1,70.0,38,47,47.00,308,72,,,5,31,4,1,28,,0,2,4.89,6.04,6.04,4.87,1.47,-0.17
2429,데이비스,1975년 06월 25일,우투우타,-,08 KIA 자유선발,1시즌,P,10,10,0,0,0,0,2,5,0,0,61.0,27,29,29.00,265,61,,,2,31,0,0,42,,0,2,3.98,4.28,4.28,3.76,1.51,0.88
2430,션,1977년 08월 28일,우투우타,-,08 삼성 자유선발,1시즌,P,7,6,1,0,0,0,0,6,0,0,26.0,31,33,33.00,139,44,,,4,16,2,0,12,,0,5,10.73,11.42,11.42,6.34,2.31,-0.79
2432,레딩,1978년 02월 12일,우투우타,-,10 삼성 자유선발,1시즌,P,9,6,3,0,0,0,1,3,0,1,35.1,20,20,20.00,153,40,,,2,11,2,0,19,,0,1,5.09,5.09,5.09,4.20,1.44,0.55
2433,콜론,1979년 08월 13일,우투우타,-,10 KIA 자유선발,1시즌,P,21,21,0,1,1,0,8,7,0,0,103.2,45,51,51.00,454,97,,,6,41,9,0,57,,1,14,3.91,4.43,4.43,4.54,1.33,1.88
2434,더마트레,1981년 07월 12일,좌투우타,-,10 LG 자유선발,1시즌,P,15,15,0,0,0,0,4,6,0,0,61.1,56,58,58.00,300,83,,,10,37,3,0,29,,0,6,8.22,8.51,8.51,6.51,1.96,-0.75
2435,부에노,1981년 03월 05일,좌투좌타,-,10 한화 자유선발,1시즌,P,9,5,4,0,0,0,1,3,0,0,29.2,30,33,33.00,144,38,,,7,19,4,1,23,,0,4,9.10,10.01,10.01,6.90,1.92,-0.62
2436,라이트,1982년 03월 13일,우투우타,-,10 KIA 자유선발,1시즌,P,2,2,0,0,0,0,0,1,0,0,9.0,5,5,5.00,43,5,,,0,9,2,0,12,,0,4,5.00,5.00,5.00,4.19,1.56,0.11
10042,고우석,1984년 11월 03일,우투우타,광주화정초-충장중-광주제일고,03 KIA 1차,7시즌,P,86,4,82,32,0,0,4,7,1,2,132.2,85,90,90.00,607,145,,,16,68,20,0,105,,0,14,5.77,6.11,6.11,4.85,1.61,0.74
10043,곽정철,1986년 03월 14일,우투우타,송정동초-무등중-광주제일고,05 KIA 1차,6시즌,P,151,15,136,48,0,0,9,14,7,22,239.0,131,142,141.30,1085,248,,,20,122,14,7,213,,3,13,4.93,5.35,5.31,4.15,1.55,2.67
10044,구톰슨,1977년 01월 11일,우투우타,-,09 KIA 자유선발,1시즌,P,26,25,1,0,0,0,13,4,0,0,161.1,58,61,61.00,667,149,,,15,46,8,2,95,,0,0,3.24,3.40,3.40,4.28,1.21,5.06
10045,김건한,1981년 03월 26일,우투우타,포항초-포철중-포철공고,01 SK 2차 1라운드 1순위,14시즌,P,353,33,320,97,0,0,18,25,3,20,544.1,313,351,348.40,2504,613,,,51,252,64,12,348,,3,33,5.18,5.80,5.75,4.80,1.59,3.41
10046,김영수,1975년 01월 15일,좌투좌타,서울이수중-경기고-인하대,97 OB 2차 1라운드,11시즌,P,270,66,204,41,2,1,15,37,4,15,496.0,291,329,329.00,2295,513,,,62,313,21,7,361,,1,59,5.28,5.97,5.97,5.17,1.67,2.13
10048,로페즈,1975년 04월 21일,우투우타,-,09 KIA 자유선발,4시즌,P,87,81,6,12,6,0,32,26,2,0,538.0,232,259,259.00,2256,559,,,45,113,28,4,331,,1,8,3.88,4.33,4.33,3.91,1.25,9.97
10049,문수호,1983년 06월 04일,좌투좌타,신곡초-안산중앙중-선린고,02 KIA 2차 2라운드 13순위,8시즌,P,116,4,112,15,0,0,2,5,0,11,97.1,70,74,76.20,468,122,,,16,51,9,3,75,,0,1,6.47,6.84,7.03,5.24,1.78,-0.84
10050,박경태,1987년 09월 02일,좌투좌타,숭의초-동산중-동산고,06 KIA 2차 3라운드 21순위,9시즌,P,233,14,219,46,0,0,4,20,0,15,269.0,192,206,215.70,1240,308,,,21,146,13,2,208,,0,23,6.42,6.89,7.23,4.55,1.69,-1.33
10052,박정규,1983년 04월 17일,좌언좌타,내덕초-청주중-청주기공고-경희대,06 KIA 2차 2라운드 12순위,3시즌,P,26,0,26,6,0,0,1,0,0,1,15.2,9,9,9.00,72,16,,,1,10,0,0,13,,0,1,5.17,5.17,5.17,3.97,1.66,0.10
10053,서재응,1977년 05월 24일,우투우타,광주화정초-충장중-광주제일고-인하대,"96 해태 고졸우선 지명 3(지명 후, 미 입단 08 KIA 입단)",8시즌,P,164,127,37,14,3,2,42,48,2,4,745.1,356,382,379.95,3230,825,,,59,222,53,13,417,,0,11,4.30,4.61,4.59,4.32,1.40,12.64
10054,손영민,1987년 04월 28일,우언우타,우암초-청주중-청주기공고,06 KIA 2차 1라운드 5순위,8시즌,P,328,1,327,41,0,0,27,19,9,52,417.1,177,191,190.65,1763,388,,,29,130,55,12,309,,2,5,3.82,4.12,4.12,3.80,1.24,8.43
10055,신용운,1983년 09월 08일,우언우타,진북초-전주동중-전주고,02 KIA 2차 1라운드 5순위,10시즌,P,336,10,326,103,0,0,36,22,22,29,490.1,185,210,213.35,2087,450,,,46,184,34,21,333,,0,18,3.40,3.85,3.91,4.04,1.29,10.84
10056,심동섭,1991년 09월 20일,좌투좌타,광주화정초-충장중-광주제일고,10 KIA 1라운드 3순위,9시즌,P,339,5,334,42,0,0,14,15,10,67,297.1,163,188,183.65,1362,289,,,25,181,18,9,309,,2,26,4.93,5.69,5.57,4.40,1.58,2.49
10058,양현종,1988년 03월 01일,좌투좌타,광주학강초-광주동성중-광주동성고,07 KIA 2차 1라운드 1순위,18시즌,P,543,442,101,40,16,4,186,127,0,9,2656.2,1152,1264,1234.55,11339,2636,,,222,991,61,7,2185,,3,85,3.90,4.28,4.18,4.12,1.37,63.50
10059,오준형,1984년 07월 21일,우투우타,송정동초-충장중-광주제일고-인하대,07 KIA 1차 2순위,5시즌,P,54,10,44,20,0,0,4,4,0,0,102.0,68,75,75.00,490,141,,,13,39,9,0,52,,2,7,6.00,6.62,6.62,5.14,1.76,-0.28
10060,유동훈,1977년 02월 12일,우언우타,서울청구초-홍은중-장충고-성균관대,99 해태 2차 1라운드 4순위,11시즌,P,465,35,430,162,1,0,36,29,59,39,724.0,315,354,357.10,3088,710,,,63,207,95,15,405,,0,1,3.92,4.40,4.44,4.46,1.27,15.57
10061,윤석민,1986년 07월 24일,우투우타,구리초-구리인창중-야탑고,05 KIA 2차 1라운드 6순위,12시즌,P,398,144,254,178,12,6,77,75,86,18,1270.0,464,517,526.80,5298,1168,,,89,387,62,16,1072,,4,29,3.29,3.66,3.73,3.36,1.22,31.21
10062,이대진,1974년 06월 09일,우투우타,광주서림초-진흥중-진흥고,93 해태 고졸연고 자유계약,17시즌,P,283,185,98,90,21,6,100,74,22,2,1311.1,520,582,582.00,5546,1163,,,123,523,69,20,1081,,6,68,3.57,3.99,3.99,3.65,1.29,26.92
10063,이동현,1979년 11월 15일,우투우타,봉천초-강남중-청주기공고-단국대,04 KIA 2차 1라운드 6순위,6시즌,P,104,28,76,32,0,0,8,16,0,2,188.2,116,133,133.00,880,203,,,21,119,14,3,135,,2,23,5.53,6.34,6.34,5.03,1.71,-0.52
