game_id,h_f1_avg_runs_scored_30,h_f2_avg_runs_allowed_30,h_f3_team_batting_avg_30,h_f4_pitcher_runs_avg,h_f5_total_win_pct,h_f6_ha_win_pct,a_f1_avg_runs_scored_30,a_f2_avg_runs_allowed_30,a_f3_team_batting_avg_30,a_f4_pitcher_runs_avg,a_f5_total_win_pct,a_f6_ha_win_pct,target
20240618_KIA_LG_0,5.142857142857143,5.214285714285714,0.2766798418972332,4.0,0.5,0.4,5.928571428571429,5.714285714285714,0.30707070707070705,3.0,0.5714285714285714,0.5,0
20240619_KIA_LG_0,5.533333333333333,5.133333333333334,0.28308823529411764,3.6666666666666665,0.5333333333333333,0.5,5.8,6.066666666666666,0.30566037735849055,3.6666666666666665,0.5333333333333333,0.4444444444444444,1
20240620_KIA_LG_0,5.5,5.25,0.2867012089810017,3.0,0.5,0.42857142857142855,5.875,6.0,0.30579964850615116,2.0,0.5625,0.5,0
20240621_KIA_한화_0,5.529411764705882,5.235294117647059,0.28805237315875615,1.6666666666666667,0.5294117647058824,0.5,4.647058823529412,4.470588235294118,0.2840531561461794,2.5,0.47058823529411764,0.625,0
20240623_KIA_한화_1,5.666666666666667,5.111111111111111,0.2895148669796557,2.6666666666666665,0.5555555555555556,0.5555555555555556,4.555555555555555,4.666666666666667,0.27716535433070866,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
20240623_KIA_한화_2,5.7894736842105265,5.315789473684211,0.29098966026587886,5.0,0.5263157894736842,0.5,4.7894736842105265,4.842105263157895,0.27976190476190477,1.0,0.47368421052631576,0.6,0
20240628_KIA_키움_0,5.869565217391305,5.826086956521739,0.29447115384615385,3.0,0.4782608695652174,0.5454545454545454,5.130434782608695,6.086956521739131,0.29773869346733667,2.25,0.43478260869565216,0.3333333333333333,1
20240712_KIA_SSG_0,6.133333333333334,5.7,0.3017163504968383,3.25,0.5666666666666667,0.5,4.9,5.233333333333333,0.28252427184466017,1.8,0.5161290322580645,0.5,1
20240713_KIA_SSG_0,6.2,6.1,0.29873646209386284,2.6,0.5483870967741935,0.46153846153846156,5.166666666666667,5.366666666666666,0.28516377649325625,2.4,0.53125,0.5294117647058824,1
20240714_KIA_SSG_0,6.4,6.233333333333333,0.30063006300630063,4.285714285714286,0.53125,0.42857142857142855,5.633333333333334,5.566666666666666,0.2917063870352717,3.0,0.5454545454545454,0.5555555555555556,0
20240717_KIA_삼성_0,6.833333333333333,6.166666666666667,0.3052820053715309,3.0,0.5454545454545454,0.4666666666666667,5.1,4.466666666666667,0.24649298597194388,2.5,0.5294117647058824,0.3333333333333333,0
20240718_KIA_삼성_0,7.066666666666666,6.033333333333333,0.3102517985611511,2.3333333333333335,0.5588235294117647,0.5,5.266666666666667,4.666666666666667,0.2517482517482518,2.5714285714285716,0.5142857142857142,0.3157894736842105,0
20240723_KIA_NC_0,7.3,5.933333333333334,0.3165919282511211,3.3333333333333335,0.6052631578947368,0.5294117647058824,5.633333333333334,5.066666666666666,0.2653846153846154,2.75,0.5142857142857142,0.3888888888888889,0
20240724_KIA_NC_0,7.366666666666666,5.733333333333333,0.31801801801801804,2.4285714285714284,0.6153846153846154,0.5555555555555556,5.466666666666667,5.266666666666667,0.26040658276863504,3.7142857142857144,0.5,0.3684210526315789,0
20240725_KIA_NC_0,7.166666666666667,5.5,0.3146788990825688,1.0,0.625,0.5789473684210527,5.333333333333333,5.433333333333334,0.25567620927936824,1.125,0.4864864864864865,0.35,1
20240730_KIA_두산_0,7.166666666666667,5.866666666666666,0.3174748398902104,2.125,0.5909090909090909,0.55,4.766666666666667,5.366666666666666,0.2639442231075697,3.0,0.4318181818181818,0.36363636363636365,1
20240731_KIA_두산_0,7.033333333333333,6.133333333333334,0.3146788990825688,3.5,0.5777777777777777,0.5238095238095238,4.966666666666667,5.533333333333333,0.2682445759368836,3.375,0.4444444444444444,0.391304347826087,1
20240801_KIA_두산_0,7.066666666666666,6.9,0.3131868131868132,3.9,0.5652173913043478,0.5,5.8,5.5,0.27949709864603484,2.5,0.45652173913043476,0.4166666666666667,1
20240806_KIA_KT_0,6.666666666666667,6.8,0.309024612579763,4.333333333333333,0.5510204081632653,0.4782608695652174,5.333333333333333,5.8,0.27981220657276995,3.4285714285714284,0.5208333333333334,0.6666666666666666,0
20240807_KIA_KT_0,6.6,6.766666666666667,0.30494505494505497,3.6363636363636362,0.56,0.5,5.266666666666667,5.633333333333334,0.2819794584500467,3.2222222222222223,0.5102040816326531,0.64,1
20240808_KIA_KT_0,6.166666666666667,6.7,0.30269266480965645,3.5,0.5490196078431373,0.48,5.566666666666666,5.6,0.2910927456382002,3.9,0.52,0.6538461538461539,1
20240809_KIA_삼성_0,6.033333333333333,6.533333333333333,0.29704797047970477,3.0,0.5384615384615384,0.46153846153846156,5.9,5.233333333333333,0.2807017543859649,4.0,0.5094339622641509,0.32,0
20240821_KIA_롯데_0,5.966666666666667,5.666666666666667,0.29783223374175305,2.909090909090909,0.5666666666666667,0.4642857142857143,5.866666666666666,5.5,0.28651162790697676,3.9166666666666665,0.5178571428571429,0.45161290322580644,0
20240822_KIA_롯데_0,5.966666666666667,5.366666666666666,0.3013182674199623,2.8,0.5737704918032787,0.4827586206896552,5.9,5.466666666666667,0.2873030583873957,1.1428571428571428,0.5087719298245614,0.4375,0
20240827_KIA_SSG_0,5.033333333333333,5.4,0.2914285714285714,3.0,0.5692307692307692,0.5,4.9,5.633333333333334,0.2585034013605442,2.0,0.47692307692307695,0.45454545454545453,0
