game_id,h_f1_avg_runs_scored_30,h_f2_avg_runs_allowed_30,h_f3_team_batting_avg_30,h_f4_pitcher_runs_avg,h_f5_total_win_pct,h_f6_ha_win_pct,a_f1_avg_runs_scored_30,a_f2_avg_runs_allowed_30,a_f3_team_batting_avg_30,a_f4_pitcher_runs_avg,a_f5_total_win_pct,a_f6_ha_win_pct,target
20240912_0_KIA_롯데,5.5,4.633333333333334,0.3069590085795996,3.4,0.6666666666666666,0.6470588235294118,5.7,5.066666666666666,0.29852125693160814,3.8,0.5806451612903226,0.5882352941176471,0
20240914_0_KIA_키움,5.833333333333333,4.6,0.3140964995269631,3.0,0.6774193548387096,0.6666666666666666,3.566666666666667,5.3,0.23615160349854228,2.857142857142857,0.42424242424242425,0.4444444444444444,0
20240915_0_KIA_키움,5.833333333333333,4.333333333333333,0.31653992395437264,2.857142857142857,0.6875,0.6842105263157895,3.566666666666667,5.2,0.23443579766536965,3.0,0.4117647058823529,0.42105263157894735,1
20240925_0_KIA_롯데,6.1,4.333333333333333,0.3230769230769231,3.375,0.6578947368421053,0.6818181818181818,5.133333333333334,5.733333333333333,0.28116213683223995,1.5,0.5365853658536586,0.5238095238095238,1
20250315_0_KIA_삼성,6.1,4.833333333333333,0.3104106972301815,1.7142857142857142,0.6041666666666666,0.6666666666666666,6.1,6.133333333333334,0.26040658276863504,6.0,0.6041666666666666,0.631578947368421,0
20250316_0_KIA_삼성,6.2,4.6,0.30938697318007663,2.375,0.6122448979591837,0.68,6.033333333333333,5.933333333333334,0.25965250965250963,3.0,0.5918367346938775,0.6,0
20250322_0_KIA_NC,6.233333333333333,4.633333333333334,0.30943396226415093,2.0,0.62,0.6923076923076923,5.0,6.433333333333334,0.2817574021012416,1.0,0.28846153846153844,0.25,0
20250323_0_KIA_NC,6.3,4.5,0.3068181818181818,3.3,0.6274509803921569,0.7037037037037037,4.8,6.666666666666667,0.2777777777777778,2.0,0.2830188679245283,0.23809523809523808,1
20250325_0_KIA_키움,6.3,4.333333333333333,0.3023696682464455,0.5,0.6153846153846154,0.6785714285714286,4.766666666666667,5.9,0.25422138836772984,3.6363636363636362,0.38596491228070173,0.3333333333333333,0
20250326_0_KIA_키움,6.166666666666667,4.1,0.30228136882129275,0.6666666666666666,0.6226415094339622,0.6896551724137931,4.566666666666666,6.033333333333333,0.25260170293282874,0.6666666666666666,0.3793103448275862,0.32432432432432434,1
20250402_0_KIA_삼성,5.8,4.733333333333333,0.29134615384615387,1.6666666666666667,0.5862068965517241,0.6451612903225806,6.433333333333334,6.266666666666667,0.27370478983382207,2.4545454545454546,0.576271186440678,0.56,1
20250403_0_KIA_삼성,5.666666666666667,4.8,0.2888675623800384,1.5,0.576271186440678,0.625,6.233333333333333,6.266666666666667,0.26620825147347743,3.076923076923077,0.5833333333333334,0.5769230769230769,0
20250411_0_KIA_SSG,5.1,5.0,0.2616731517509728,3.3846153846153846,0.5692307692307692,0.6363636363636364,4.533333333333333,3.966666666666667,0.25392156862745097,1.6666666666666667,0.49230769230769234,0.5,1
20250413_0_KIA_SSG,5.066666666666666,5.0,0.26120857699805067,2.2,0.5606060606060606,0.6176470588235294,4.566666666666666,3.8666666666666667,0.25417075564278707,1.75,0.5,0.5151515151515151,0
20250415_0_KIA_KT,5.266666666666667,5.066666666666666,0.2616731517509728,1.3,0.5671641791044776,0.6285714285714286,4.766666666666667,3.8333333333333335,0.26047904191616766,2.8461538461538463,0.5671641791044776,0.5555555555555556,0
20250416_0_KIA_KT,5.066666666666666,5.033333333333333,0.25828460038986356,1.7272727272727273,0.5735294117647058,0.6388888888888888,4.366666666666666,3.7,0.25100401606425704,3.6666666666666665,0.5588235294117647,0.5357142857142857,1
20250417_0_KIA_KT,5.0,4.966666666666667,0.2534246575342466,3.5714285714285716,0.5652173913043478,0.6216216216216216,4.433333333333334,3.566666666666667,0.24824120603015076,2.5,0.5652173913043478,0.5517241379310345,0
20250425_0_KIA_LG,4.966666666666667,5.3,0.255609756097561,3.533333333333333,0.56,0.631578947368421,5.7,3.1,0.2682682682682683,2.533333333333333,0.569620253164557,0.5405405405405406,1
20250426_0_KIA_LG,4.566666666666666,5.166666666666667,0.25196850393700787,2.4285714285714284,0.5526315789473685,0.6153846153846154,5.8,3.1,0.26980942828485455,4.0,0.575,0.5526315789473685,0
20250427_0_KIA_LG,4.7,5.266666666666667,0.2549212598425197,1.25,0.5584415584415584,0.625,5.633333333333334,3.2333333333333334,0.2651209677419355,1.8,0.5679012345679012,0.5384615384615384,0
20250429_0_KIA_NC,4.7,5.233333333333333,0.25592885375494073,2.076923076923077,0.5641025641025641,0.6341463414634146,4.133333333333334,6.4,0.23626943005181347,2.4285714285714284,0.3116883116883117,0.325,0
20250430_0_KIA_NC,4.966666666666667,5.3,0.26031434184675833,2.6,0.569620253164557,0.6428571428571429,3.9,6.266666666666667,0.23277661795407098,3.125,0.3076923076923077,0.3170731707317073,1
20250502_0_KIA_한화,4.6,5.366666666666666,0.2502492522432702,2.125,0.5625,0.627906976744186,4.366666666666666,3.533333333333333,0.24307692307692308,2.9375,0.5465116279069767,0.5833333333333334,1
20250504_0_KIA_한화,4.366666666666666,5.4,0.24353876739562624,1.3076923076923077,0.5555555555555556,0.6136363636363636,4.466666666666667,3.433333333333333,0.24645030425963488,1.1111111111111112,0.5517241379310345,0.5918367346938775,1
