idx,hit,bat_num,team,year,month,day,home,away,r,result,runs_allowed,avg_runs_scored_15,avg_runs_allowed_15,team_avg_15
20251011003,6,31,삼성,2025,10,11,SSG,삼성,3,-1,4,6.8,4.066666666666666,0.2978723404255319
20251013003,11,34,삼성,2025,10,13,삼성,SSG,5,1,3,6.6,4.2,0.2901353965183752
20251014003,5,28,삼성,2025,10,14,삼성,SSG,5,1,2,6.466666666666667,4.066666666666666,0.29174664107485604
20251018003,11,35,삼성,2025,10,18,한화,삼성,8,-1,9,6.2,3.8666666666666667,0.2826510721247563
20251019003,12,37,삼성,2025,10,19,한화,삼성,7,1,3,5.8,4.2,0.274703557312253
20251021003,8,31,삼성,2025,10,21,삼성,한화,4,-1,5,6.066666666666666,4.0,0.27416173570019725
20251022003,7,30,삼성,2025,10,22,삼성,한화,7,1,4,5.866666666666666,4.0,0.2732673267326733
20251024003,9,36,삼성,2025,10,24,한화,삼성,2,-1,11,5.733333333333333,4.0,0.26452905811623245
20250308008,6,32,키움,2025,3,8,NC,키움,3,1,1,,,
20250309008,3,31,키움,2025,3,9,NC,키움,2,-1,7,,,
20250310008,6,33,키움,2025,3,10,KT,키움,4,-1,7,,,
20250311008,11,37,키움,2025,3,11,KT,키움,9,1,5,,,
20250313008,8,35,키움,2025,3,13,SSG,키움,7,1,6,,,
20250314008,8,35,키움,2025,3,14,SSG,키움,3,-1,5,,,
20250315008,5,29,키움,2025,3,15,키움,두산,3,1,2,,,
20250317008,9,31,키움,2025,3,17,키움,롯데,4,1,3,,,
20250318008,8,32,키움,2025,3,18,키움,롯데,3,1,2,,,
20250322008,14,39,키움,2025,3,22,삼성,키움,5,-1,13,,,
20250323008,11,38,키움,2025,3,23,삼성,키움,7,-1,11,,,
20250325008,10,36,키움,2025,3,25,KIA,키움,6,-1,11,,,
20250326008,21,47,키움,2025,3,26,KIA,키움,17,1,10,,,
20250327008,9,34,키움,2025,3,27,KIA,키움,5,1,3,,,
20250328008,11,35,키움,2025,3,28,키움,SSG,9,1,3,,,
20250329008,9,32,키움,2025,3,29,키움,SSG,3,1,1,5.8,5.933333333333334,0.26717557251908397
20250330008,7,32,키움,2025,3,30,키움,SSG,2,-1,8,5.8,5.933333333333334,0.2729007633587786
20250402008,5,33,키움,2025,4,2,두산,키움,3,-1,5,5.8,6.0,0.28
20250403008,7,32,키움,2025,4,3,두산,키움,1,-1,6,5.733333333333333,5.866666666666666,0.2780952380952381
20250404008,7,28,키움,2025,4,4,키움,NC,5,1,1,5.2,5.933333333333334,0.27307692307692305
20250405008,4,29,키움,2025,4,5,키움,NC,5,-1,7,5.066666666666666,5.6,0.27485380116959063
20250406008,5,30,키움,2025,4,6,키움,NC,2,-1,8,5.2,5.733333333333333,0.2702169625246548
20250408008,6,30,키움,2025,4,8,키움,LG,1,-1,13,5.133333333333334,6.133333333333334,0.26968503937007876
20250409008,6,27,키움,2025,4,9,키움,LG,4,1,0,4.933333333333334,6.8,0.26429980276134124
20250410008,8,34,키움,2025,4,10,키움,LG,3,-1,7,5.0,6.666666666666667,0.26294820717131473
20250411008,4,32,키움,2025,4,11,한화,키움,2,-1,12,4.866666666666666,6.266666666666667,0.2535211267605634
20250412008,14,42,키움,2025,4,12,한화,키움,6,1,2,4.533333333333333,6.333333333333333,0.24236252545824846
20250413008,6,33,키움,2025,4,13,한화,키움,1,-1,7,4.533333333333333,5.733333333333333,0.24748490945674045
20250415008,9,35,키움,2025,4,15,롯데,키움,6,-1,8,3.466666666666667,5.533333333333333,0.2236024844720497
20250416008,8,36,키움,2025,4,16,롯데,키움,4,-1,6,3.533333333333333,5.866666666666666,0.2231404958677686
20250417008,9,36,키움,2025,4,17,롯데,키움,1,-1,7,3.2,6.066666666666666,0.21649484536082475
20250418008,10,36,키움,2025,4,18,키움,KT,4,1,3,3.066666666666667,6.466666666666667,0.2147239263803681
20250419008,5,31,키움,2025,4,19,키움,KT,1,-1,11,3.2,6.133333333333334,0.21906693711967545
20250420008,3,29,키움,2025,4,20,키움,KT,0,-1,5,3.066666666666667,6.533333333333333,0.219959266802444
20250422008,9,31,키움,2025,4,22,키움,두산,5,1,4,3.0,6.466666666666667,0.21311475409836064
20250423008,5,32,키움,2025,4,23,키움,두산,2,-1,8,3.0,6.666666666666667,0.2158859470468432
20250424008,7,34,키움,2025,4,24,키움,두산,3,-1,9,2.8,6.733333333333333,0.2165991902834008
20250425008,3,31,키움,2025,4,25,SSG,키움,3,-1,4,2.8666666666666667,6.8,0.21887550200803213
20250426008,6,36,키움,2025,4,26,SSG,키움,2,1,1,3.0,6.2,0.2124248496993988
20250427008,11,38,키움,2025,4,27,SSG,키움,7,1,3,2.8666666666666667,6.266666666666667,0.20866141732283464
20250429008,4,32,키움,2025,4,29,키움,롯데,3,-1,9,3.1333333333333333,6.0,0.212890625
20250430008,11,38,키움,2025,4,30,키움,롯데,9,-1,10,3.2,5.8,0.212890625
20250501008,4,30,키움,2025,5,1,키움,롯데,0,-1,5,3.4,6.333333333333333,0.20866141732283464
20250502008,17,42,키움,2025,5,2,KT,키움,5,1,3,3.3333333333333335,6.2,0.20594059405940593
20250503008,6,32,키움,2025,5,3,KT,키움,0,-1,9,3.2666666666666666,5.866666666666666,0.21875
20250504008,7,34,키움,2025,5,4,KT,키움,4,-1,5,3.0,6.066666666666666,0.21653543307086615
20250505008,7,33,키움,2025,5,5,키움,KIA,1,-1,13,3.2,5.933333333333334,0.2134387351778656
20250506008,7,33,키움,2025,5,6,키움,KIA,3,-1,5,3.0,6.6,0.20874751491053678
20250507008,9,32,키움,2025,5,7,키움,KIA,11,1,10,3.1333333333333333,6.2,0.21188118811881188
20250509008,10,34,키움,2025,5,9,키움,한화,5,-1,7,3.8666666666666667,6.533333333333333,0.22244094488188976
20250510008,4,31,키움,2025,5,10,키움,한화,1,-1,9,3.8666666666666667,6.733333333333333,0.22309197651663404
20250511008,1,27,키움,2025,5,11,키움,한화,0,-1,8,3.8,6.8,0.22156862745098038
20250513008,12,39,키움,2025,5,13,LG,키움,6,-1,9,3.6,6.733333333333333,0.21272365805168986
20250514008,5,31,키움,2025,5,14,LG,키움,0,-1,12,3.8,7.066666666666666,0.22700587084148727
20250515008,6,32,키움,2025,5,15,LG,키움,2,-1,6,3.6666666666666665,7.8,0.22727272727272727
20250517108,5,34,키움,2025,5,17,NC,키움,2,-1,3,3.3333333333333335,8.0,0.22
20250517108,5,34,키움,2025,5,17,NC,키움,2,-1,3,3.2666666666666666,7.6,0.22111553784860558
20250517208,8,34,키움,2025,5,17,NC,키움,3,1,2,2.8,7.133333333333334,0.21084337349397592
20250517208,8,34,키움,2025,5,17,NC,키움,3,1,2,3.0,6.933333333333334,0.21713147410358566
20250518008,1,29,키움,2025,5,18,NC,키움,0,-1,5,2.8666666666666667,6.866666666666666,0.20242914979757085
20250520008,9,37,키움,2025,5,20,키움,삼성,3,-1,6,2.8666666666666667,6.6,0.1934826883910387
20250521008,7,34,키움,2025,5,21,키움,삼성,1,-1,6,2.8,6.666666666666667,0.19635627530364372
20250522008,5,31,키움,2025,5,22,키움,삼성,0,-1,2,2.8,6.2,0.19595959595959597
20250523008,12,35,키움,2025,5,23,키움,KT,5,-1,7,2.6,6.0,0.1926977687626775
20250524008,13,36,키움,2025,5,24,키움,KT,4,-1,10,2.2,5.8,0.1975806451612903
20250525008,8,35,키움,2025,5,25,키움,KT,0,-1,2,2.1333333333333333,6.0,0.20281124497991967
20250527008,13,37,키움,2025,5,27,KIA,키움,5,-1,7,2.066666666666667,5.533333333333333,0.20916334661354583
20250528008,12,39,키움,2025,5,28,KIA,키움,7,-1,13,2.4,5.466666666666667,0.228515625
20250530008,9,34,키움,2025,5,30,키움,두산,4,-1,9,2.466666666666667,5.733333333333333,0.228515625
20250531008,2,23,키움,2025,5,31,키움,두산,1,1,0,2.7333333333333334,5.533333333333333,0.23495145631067962
20250601008,5,30,키움,2025,6,1,키움,두산,1,1,0,2.6666666666666665,5.133333333333334,0.23122529644268774
20250603008,4,32,키움,2025,6,3,롯데,키움,0,-1,8,2.6,4.933333333333334,0.23306772908366533
20250604008,11,38,키움,2025,6,4,롯데,키움,9,1,6,2.466666666666667,5.266666666666667,0.232
20250605008,17,43,키움,2025,6,5,롯데,키움,10,1,5,2.8666666666666667,5.533333333333333,0.2361111111111111
20250606008,7,33,키움,2025,6,6,키움,LG,2,1,1,3.3333333333333335,5.733333333333333,0.24951267056530213
20250607008,8,28,키움,2025,6,7,키움,LG,4,1,1,3.466666666666667,5.466666666666667,0.25918762088974856
20250608008,7,34,키움,2025,6,8,키움,LG,2,-1,7,3.533333333333333,5.133333333333334,0.2618110236220472
20250611008,3,31,키움,2025,6,11,키움,NC,1,-1,7,3.6,5.2,0.2618110236220472
20250612008,10,36,키움,2025,6,12,키움,NC,6,-1,8,3.6666666666666665,5.533333333333333,0.2578740157480315
20250614008,5,32,키움,2025,6,14,두산,키움,1,-1,4,3.7333333333333334,5.6,0.25343811394891946
20250615008,6,33,키움,2025,6,15,두산,키움,2,-1,3,3.533333333333333,5.2,0.2396039603960396
20250617008,6,31,키움,2025,6,17,키움,SSG,1,-1,11,3.6666666666666665,5.266666666666667,0.23658051689860835
20250618008,6,30,키움,2025,6,18,키움,SSG,3,1,2,3.4,5.533333333333333,0.22535211267605634
20250619008,8,38,키움,2025,6,19,키움,SSG,2,-1,4,3.1333333333333333,4.8,0.21721311475409835
20250622008,8,36,키움,2025,6,22,한화,키움,4,-1,10,3.0,4.466666666666667,0.21341463414634146
20250624008,13,34,키움,2025,6,24,키움,KIA,9,1,6,3.2,5.133333333333334,0.2198019801980198
20250625008,7,34,키움,2025,6,25,키움,KIA,3,-1,6,3.7333333333333334,5.533333333333333,0.2337917485265226
20250627008,8,32,키움,2025,6,27,키움,삼성,5,1,4,3.933333333333333,5.4,0.23874755381604695
20250628008,10,36,키움,2025,6,28,키움,삼성,9,1,0,3.6666666666666665,5.266666666666667,0.23564356435643563
20250629008,16,40,키움,2025,6,29,키움,삼성,10,1,7,3.6,4.933333333333334,0.2248995983935743
20250701008,13,38,키움,2025,7,1,KT,키움,7,1,3,4.133333333333334,5.333333333333333,0.2396039603960396
20250702008,10,33,키움,2025,7,2,KT,키움,2,-1,4,4.333333333333333,5.466666666666667,0.2446601941747573
20250703008,7,34,키움,2025,7,3,KT,키움,2,-1,6,4.333333333333333,5.266666666666667,0.2509727626459144
20250704008,5,31,키움,2025,7,4,키움,한화,1,-1,2,4.4,5.2,0.2572533849129594
20250705008,11,39,키움,2025,7,5,키움,한화,4,-1,6,4.066666666666666,4.8,0.25
20250706008,4,33,키움,2025,7,6,키움,한화,1,-1,10,4.266666666666667,4.933333333333334,0.2581888246628131
20250708008,7,33,키움,2025,7,8,LG,키움,3,-1,4,4.2,5.4,0.2543352601156069
20250709008,13,39,키움,2025,7,9,LG,키움,6,-1,12,4.333333333333333,4.933333333333334,0.255278310940499
20250710008,7,33,키움,2025,7,10,LG,키움,4,1,3,4.533333333333333,5.6,0.2641509433962264
20250720008,13,39,키움,2025,7,20,삼성,키움,10,-1,15,4.666666666666667,5.533333333333333,0.26476190476190475
20250722008,12,35,키움,2025,7,22,키움,롯데,6,1,3,5.066666666666666,5.866666666666666,0.2727272727272727
20250723008,9,35,키움,2025,7,23,키움,롯데,1,-1,4,4.866666666666666,5.666666666666667,0.27032136105860116
20250724008,2,29,키움,2025,7,24,키움,롯데,0,-1,4,4.733333333333333,5.533333333333333,0.27358490566037735
20250725008,10,34,키움,2025,7,25,NC,키움,7,-1,16,4.4,5.533333333333333,0.2637571157495256
20250726008,11,38,키움,2025,7,26,NC,키움,6,-1,8,4.266666666666667,6.6,0.26476190476190475
20250727008,6,32,키움,2025,7,27,NC,키움,4,-1,12,4.0,6.666666666666667,0.25621414913957935
20250729008,7,33,키움,2025,7,29,SSG,키움,3,-1,9,3.8,7.266666666666667,0.24564796905222436
20250731008,5,31,키움,2025,7,31,SSG,키움,2,-1,4,3.8666666666666667,7.6,0.23984526112185686
20250801008,7,27,키움,2025,8,1,키움,롯데,2,1,0,3.8666666666666667,7.466666666666667,0.23735408560311283
20250802008,5,33,키움,2025,8,2,키움,롯데,2,-1,3,3.933333333333333,7.333333333333333,0.24313725490196078
20250803008,8,36,키움,2025,8,3,키움,롯데,3,-1,9,3.8,7.133333333333334,0.23412698412698413
20250805008,8,29,키움,2025,8,5,NC,키움,8,1,5,3.933333333333333,7.066666666666666,0.2406311637080868
20250806008,13,38,키움,2025,8,6,NC,키움,9,1,5,4.266666666666667,7.133333333333334,0.24453280318091453
20250807008,19,48,키움,2025,8,7,NC,키움,13,1,12,4.466666666666667,6.666666666666667,0.2450199203187251
20250808008,5,31,키움,2025,8,8,키움,두산,2,-1,9,5.066666666666666,7.266666666666667,0.2611218568665377
20250809008,9,35,키움,2025,8,9,키움,두산,4,-1,6,4.533333333333333,6.866666666666666,0.24950884086444008
20250810008,10,33,키움,2025,8,10,키움,두산,4,1,3,4.4,7.066666666666666,0.24361493123772102
20250812008,6,32,키움,2025,8,12,SSG,키움,1,-1,3,4.6,7.0,0.2465483234714004
20250814008,8,31,키움,2025,8,14,SSG,키움,2,1,0,4.666666666666667,6.933333333333334,0.2529411764705882
20250815008,8,34,키움,2025,8,15,키움,KT,7,1,3,4.333333333333333,5.866666666666666,0.2504930966469428
20250816008,7,31,키움,2025,8,16,키움,KT,4,1,3,4.4,5.533333333333333,0.24652087475149106
20250817008,6,36,키움,2025,8,17,키움,KT,3,-1,5,4.4,4.933333333333334,0.24900398406374502
20250819008,14,40,키움,2025,8,19,KIA,키움,9,-1,12,4.4,4.666666666666667,0.24554455445544554
20250820008,10,35,키움,2025,8,20,KIA,키움,6,1,1,4.866666666666666,5.2,0.2587548638132296
20250821008,16,41,키움,2025,8,21,KIA,키움,11,1,10,5.133333333333334,5.266666666666667,0.26053639846743293
20250822008,7,32,키움,2025,8,22,삼성,키움,2,-1,8,5.733333333333333,5.733333333333333,0.27735849056603773
20250823008,13,39,키움,2025,8,23,삼성,키움,8,-1,12,5.666666666666667,5.666666666666667,0.27756653992395436
20250824008,9,35,키움,2025,8,24,삼성,키움,4,-1,7,5.666666666666667,6.133333333333334,0.28171641791044777
20250826008,5,32,키움,2025,8,26,키움,한화,1,-1,3,5.333333333333333,6.266666666666667,0.275797373358349
20250827008,3,30,키움,2025,8,27,키움,한화,1,-1,3,4.533333333333333,5.666666666666667,0.2572533849129594
20250828008,9,34,키움,2025,8,28,키움,한화,3,-1,9,4.466666666666667,5.266666666666667,0.25387596899224807
20250829008,9,37,키움,2025,8,29,LG,키움,3,1,2,4.4,5.466666666666667,0.2543689320388349
20250830008,9,34,키움,2025,8,30,LG,키움,5,-1,6,4.333333333333333,5.4,0.2504816955684008
20250831008,9,37,키움,2025,8,31,LG,키움,6,1,5,4.6,5.6,0.255278310940499
20250902008,5,32,키움,2025,9,2,SSG,키움,1,-1,6,4.866666666666666,5.933333333333334,0.25426944971537
20250903008,10,36,키움,2025,9,3,삼성,키움,4,1,3,4.466666666666667,6.133333333333334,0.24952380952380954
20250905008,7,33,키움,2025,9,5,삼성,키움,3,-1,8,4.466666666666667,6.133333333333334,0.2528301886792453
20250909008,12,33,키움,2025,9,9,키움,LG,11,1,2,4.466666666666667,6.333333333333333,0.25616698292220114
20250911008,7,31,키움,2025,9,11,키움,NC,4,1,1,4.6,5.666666666666667,0.25576923076923075
20250913008,14,38,키움,2025,9,13,한화,키움,5,-1,10,4.466666666666667,5.666666666666667,0.25193798449612403
20250914008,20,45,키움,2025,9,14,한화,키움,13,1,10,4.066666666666666,5.666666666666667,0.24951267056530213
20250915008,9,34,키움,2025,9,15,한화,키움,6,-1,7,4.8,5.8,0.26806083650190116
20250916008,8,31,키움,2025,9,16,두산,키움,4,1,1,4.666666666666667,5.466666666666667,0.2629558541266795
20250917008,7,32,키움,2025,9,17,두산,키움,4,1,2,4.666666666666667,5.066666666666666,0.26305609284332687
20250918008,6,33,키움,2025,9,18,두산,키움,2,-1,3,4.866666666666666,5.0,0.26692456479690524
20250920008,21,48,키움,2025,9,20,롯데,키움,15,1,5,4.933333333333334,5.0,0.27115384615384613
20250923008,7,34,키움,2025,9,23,KT,키움,0,-1,7,5.733333333333333,4.733333333333333,0.28651685393258425
20250924008,1,28,키움,2025,9,24,키움,KIA,0,-1,2,5.533333333333333,5.066666666666666,0.2843691148775895
20250925008,6,32,키움,2025,9,25,삼성,키움,3,-1,12,5.2,4.8,0.2723809523809524
20250928008,5,31,키움,2025,9,28,키움,삼성,2,-1,4,5.0,5.266666666666667,0.2692307692307692
20250930008,6,32,키움,2025,9,30,키움,SSG,3,-1,4,5.066666666666666,5.133333333333334,0.2697495183044316
20250308004,6,31,한화,2025,3,8,한화,두산,4,-1,6,,,
20250309004,6,33,한화,2025,3,9,한화,두산,2,-1,4,,,
20250310004,10,36,한화,2025,3,10,SSG,한화,3,1,1,,,
20250311004,12,38,한화,2025,3,11,SSG,한화,8,1,0,,,
20250314004,6,33,한화,2025,3,14,롯데,한화,2,1,0,,,
20250316004,8,27,한화,2025,3,16,NC,한화,5,1,3,,,
20250317004,7,19,한화,2025,3,17,한화,삼성,3,1,1,,,
20250322004,6,33,한화,2025,3,22,KT,한화,4,1,3,,,
20250323004,8,38,한화,2025,3,23,KT,한화,4,-1,5,,,
20250325004,2,29,한화,2025,3,25,LG,한화,0,-1,5,,,
20250326004,2,28,한화,2025,3,26,LG,한화,0,-1,4,,,
20250327004,2,27,한화,2025,3,27,LG,한화,1,-1,2,,,
20250328004,7,30,한화,2025,3,28,한화,KIA,7,1,2,,,
20250329004,9,32,한화,2025,3,29,한화,KIA,5,1,4,,,
20250330004,6,32,한화,2025,3,30,한화,KIA,3,-1,5,,,
20250402004,8,33,한화,2025,4,2,한화,롯데,2,-1,6,3.4,3.0,0.20815450643776823
20250403004,7,34,한화,2025,4,3,한화,롯데,2,-1,4,3.2666666666666666,3.0,0.21153846153846154
20250404004,3,31,한화,2025,4,4,삼성,한화,0,-1,5,3.2666666666666666,3.0,0.21321961620469082
20250405004,8,35,한화,2025,4,5,삼성,한화,7,1,6,3.066666666666667,3.2666666666666666,0.20043103448275862
20250406004,1,27,한화,2025,4,6,삼성,한화,0,-1,10,3.0,3.6666666666666665,0.19305856832971802
20250408004,12,43,한화,2025,4,8,두산,한화,5,-1,6,2.8666666666666667,4.333333333333333,0.18461538461538463
20250409004,9,32,한화,2025,4,9,두산,한화,5,1,4,2.8666666666666667,4.533333333333333,0.18683651804670912
20250410004,13,38,한화,2025,4,10,두산,한화,7,1,2,3.0,4.733333333333333,0.1859504132231405
20250411004,17,40,한화,2025,4,11,한화,키움,12,1,2,3.2,4.666666666666667,0.1983640081799591
20250412004,9,35,한화,2025,4,12,한화,키움,2,-1,6,3.7333333333333334,4.466666666666667,0.2158859470468432
20250413004,17,38,한화,2025,4,13,한화,키움,7,1,1,3.8666666666666667,4.533333333333333,0.22736418511066397
20250415004,4,32,한화,2025,4,15,SSG,한화,2,1,0,4.333333333333333,4.333333333333333,0.252465483234714
20250416004,12,39,한화,2025,4,16,SSG,한화,10,1,4,4.4,4.2,0.25390625
20250417004,8,33,한화,2025,4,17,SSG,한화,4,1,2,4.6,4.333333333333333,0.2591170825335892
20250418004,14,39,한화,2025,4,18,한화,NC,12,1,4,4.533333333333333,4.2,0.2567049808429119
20250419004,8,20,한화,2025,4,19,한화,NC,7,1,2,5.133333333333334,4.133333333333334,0.2684310018903592
20250420004,13,34,한화,2025,4,20,한화,NC,7,1,1,5.466666666666667,3.8666666666666667,0.2751937984496124
20250423004,8,34,한화,2025,4,23,롯데,한화,6,1,4,5.8,3.6666666666666665,0.2868217054263566
20250424004,4,31,한화,2025,4,24,롯데,한화,3,-1,5,6.2,3.6,0.2947976878612717
20250425004,5,31,한화,2025,4,25,한화,KT,1,-1,2,5.933333333333334,3.533333333333333,0.28932038834951457
20250426004,7,30,한화,2025,4,26,한화,KT,2,1,1,6.0,3.0,0.2947976878612717
20250427004,7,28,한화,2025,4,27,한화,KT,4,1,3,5.8,2.6666666666666665,0.2924901185770751
20250429004,6,29,한화,2025,4,29,한화,LG,3,1,2,5.733333333333333,2.6,0.2908366533864542
20250430004,9,31,한화,2025,4,30,한화,LG,5,1,2,5.466666666666667,2.6,0.281947261663286
20250502004,8,40,한화,2025,5,2,KIA,한화,3,1,2,5.0,2.6,0.2706611570247934
20250504004,6,31,한화,2025,5,4,KIA,한화,3,1,1,5.066666666666666,2.3333333333333335,0.2658486707566462
20250505004,9,32,한화,2025,5,5,한화,삼성,3,1,1,4.8,2.3333333333333335,0.24688796680497926
20250506004,9,30,한화,2025,5,6,한화,삼성,3,1,1,4.866666666666666,2.4,0.2572614107883817
20250507004,13,36,한화,2025,5,7,한화,삼성,10,1,6,4.4,2.2,0.2558139534883721
20250509004,13,39,한화,2025,5,9,키움,한화,7,1,5,4.8,2.466666666666667,0.2647058823529412
20250510004,16,40,한화,2025,5,10,키움,한화,9,1,1,4.466666666666667,2.533333333333333,0.26260504201680673
20250511004,11,39,한화,2025,5,11,키움,한화,8,1,0,4.6,2.466666666666667,0.26814516129032256
20250513004,11,40,한화,2025,5,13,한화,두산,3,-1,4,4.666666666666667,2.4,0.26147704590818366
20250514004,6,32,한화,2025,5,14,한화,두산,1,-1,7,4.466666666666667,2.4,0.26429980276134124
20250515004,6,31,한화,2025,5,15,한화,두산,2,-1,8,4.333333333333333,2.533333333333333,0.2677165354330709
20250517104,6,30,한화,2025,5,17,한화,SSG,1,1,0,4.4,2.933333333333333,0.26968503937007876
20250517104,6,30,한화,2025,5,17,한화,SSG,1,1,2,4.333333333333333,2.8666666666666667,0.2677165354330709
20250517104,6,30,한화,2025,5,17,한화,SSG,1,1,5,4.133333333333334,2.8,0.2647058823529412
20250517204,7,33,한화,2025,5,17,한화,SSG,2,-1,1,4.0,3.0,0.26418786692759294
20250517204,7,33,한화,2025,5,17,한화,SSG,2,-1,0,3.8,2.933333333333333,0.25925925925925924
20250517204,7,33,한화,2025,5,17,한화,SSG,2,-1,5,3.7333333333333334,2.8,0.2608695652173913
20250518004,12,35,한화,2025,5,18,한화,SSG,3,-1,7,3.6666666666666665,3.066666666666667,0.2618110236220472
20250520004,7,33,한화,2025,5,20,NC,한화,4,1,1,3.6666666666666665,3.466666666666667,0.26614481409001955
20250521004,7,34,한화,2025,5,21,NC,한화,2,-1,5,3.7333333333333334,3.466666666666667,0.2607003891050584
20250522004,5,31,한화,2025,5,22,NC,한화,3,-1,4,3.2,3.4,0.25
20250523004,7,30,한화,2025,5,23,한화,롯데,4,1,2,2.933333333333333,3.3333333333333335,0.23809523809523808
20250524004,12,40,한화,2025,5,24,한화,롯데,6,-1,8,2.6,3.4,0.22469635627530365
20250525004,12,40,한화,2025,5,25,한화,롯데,8,1,7,2.466666666666667,3.933333333333333,0.22626262626262628
20250527004,5,31,한화,2025,5,27,LG,한화,1,-1,2,2.8,4.133333333333334,0.22828282828282828
20250528004,8,38,한화,2025,5,28,LG,한화,6,1,5,2.8,3.8,0.22672064777327935
20250529004,6,31,한화,2025,5,29,LG,한화,1,-1,3,3.066666666666667,3.6,0.2275449101796407
20250530004,11,36,한화,2025,5,30,NC,한화,7,1,1,3.066666666666667,3.8,0.22709163346613545
20250531004,12,38,한화,2025,5,31,NC,한화,9,1,6,3.466666666666667,3.7333333333333334,0.234251968503937
20250601004,7,35,한화,2025,6,1,NC,한화,5,-1,16,4.0,3.8,0.24224806201550386
20250603004,9,35,한화,2025,6,3,한화,KT,10,1,1,4.2,4.8,0.2413127413127413
20250604004,9,33,한화,2025,6,4,한화,KT,4,1,3,4.733333333333333,4.866666666666666,0.24423076923076922
20250605004,5,29,한화,2025,6,5,한화,KT,0,-1,7,4.866666666666666,4.733333333333333,0.24807692307692308
20250606004,7,33,한화,2025,6,6,KIA,한화,2,-1,3,4.666666666666667,4.733333333333333,0.23735408560311283
20250607004,9,39,한화,2025,6,7,KIA,한화,3,1,2,4.533333333333333,4.866666666666666,0.23735408560311283
20250608004,15,39,한화,2025,6,8,KIA,한화,6,-1,7,4.6,4.666666666666667,0.23892100192678228
20250610004,8,29,한화,2025,6,10,한화,두산,6,1,2,4.8,4.866666666666666,0.25426944971537
20250611004,15,38,한화,2025,6,11,한화,두산,9,1,1,4.933333333333334,4.866666666666666,0.25665399239543724
20250612004,7,26,한화,2025,6,12,한화,두산,3,1,2,5.133333333333334,4.4,0.2633587786259542
20250615004,15,36,한화,2025,6,15,한화,LG,10,1,5,4.8,4.066666666666666,0.2607843137254902
20250617004,11,35,한화,2025,6,17,롯데,한화,6,1,0,5.4,4.266666666666667,0.27766990291262134
20250618004,7,32,한화,2025,6,18,롯데,한화,3,-1,6,5.4,3.933333333333333,0.28515625
20250619004,7,33,한화,2025,6,19,롯데,한화,3,-1,4,5.533333333333333,4.133333333333334,0.28654970760233917
20250622004,18,38,한화,2025,6,22,한화,키움,10,1,4,5.266666666666667,4.333333333333333,0.2803921568627451
20250625004,6,33,한화,2025,6,25,삼성,한화,2,-1,7,5.333333333333333,4.2,0.29215686274509806
20250626004,6,31,한화,2025,6,26,삼성,한화,3,1,1,5.133333333333334,3.6,0.29133858267716534
20250627004,10,35,한화,2025,6,27,SSG,한화,6,-1,8,4.666666666666667,3.6,0.2876984126984127
20250628004,7,32,한화,2025,6,28,SSG,한화,5,1,2,4.8,3.933333333333333,0.2885375494071146
20250629004,3,27,한화,2025,6,29,SSG,한화,0,-1,2,5.133333333333334,3.6,0.2907662082514735
20250701004,9,29,한화,2025,7,1,한화,NC,8,1,4,5.0,3.533333333333333,0.28628230616302186
20250702004,5,29,한화,2025,7,2,한화,NC,0,-1,2,5.333333333333333,3.6666666666666665,0.2920892494929006
20250704004,9,35,한화,2025,7,4,키움,한화,2,1,1,4.933333333333334,3.3333333333333335,0.2774327122153209
20250705004,10,37,한화,2025,7,5,키움,한화,6,1,4,4.666666666666667,3.2666666666666666,0.27607361963190186
20250706004,12,39,한화,2025,7,6,키움,한화,10,1,1,4.466666666666667,3.466666666666667,0.26639344262295084
20250708004,16,37,한화,2025,7,8,한화,KIA,14,1,8,4.933333333333334,3.4,0.2694610778443114
20250709004,9,30,한화,2025,7,9,한화,KIA,7,1,4,5.2,3.6,0.27091633466135456
20250710004,9,33,한화,2025,7,10,한화,KIA,3,1,2,5.266666666666667,3.8666666666666667,0.26961770623742454
20250718004,7,31,한화,2025,7,18,KT,한화,5,1,0,5.266666666666667,3.6,0.27309236947791166
20250719004,13,26,한화,2025,7,19,KT,한화,6,1,5,5.4,3.3333333333333335,0.27419354838709675
20250720004,15,40,한화,2025,7,20,KT,한화,10,1,0,5.133333333333334,3.4,0.2706611570247934
20250722004,8,34,한화,2025,7,22,두산,한화,2,1,1,5.666666666666667,2.933333333333333,0.285132382892057
20250723004,8,35,한화,2025,7,23,두산,한화,2,-1,13,5.6,2.933333333333333,0.2874493927125506
20250725004,9,33,한화,2025,7,25,한화,SSG,4,1,0,5.333333333333333,3.2666666666666666,0.2834008097165992
20250726004,10,34,한화,2025,7,26,한화,SSG,3,-1,9,5.266666666666667,3.1333333333333333,0.2868686868686869
20250727004,5,32,한화,2025,7,27,한화,SSG,2,-1,3,5.466666666666667,3.6,0.2968127490039841
20250729004,8,34,한화,2025,7,29,한화,삼성,2,-1,9,5.066666666666666,3.533333333333333,0.2871287128712871
20250730004,8,28,한화,2025,7,30,한화,삼성,5,1,0,5.2,4.0,0.2901960784313726
20250731004,11,34,한화,2025,7,31,한화,삼성,7,1,1,5.4,3.933333333333333,0.2922465208747515
20250801004,5,29,한화,2025,8,1,KIA,한화,2,-1,3,5.466666666666667,3.7333333333333334,0.296
